ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,number_rented,revenue,latitude,longitude,is_superhost,number_of_reviews,2023_price,2023_predict_price,2024_price,2024_predict_price,2025_price,2025_predict_price,2026_price,2026_predict_price
47507716,5.00,4.00,9.00,Espaço inteiro: apartamento,158,118500.00,-27.13,-48.60,False,0,750.00,828.09,778.58,858.16,809.64,886.36,842.03,925.26
47438974,3.00,3.00,3.00,Espaço inteiro: apartamento,59,118000.00,-27.13,-48.60,False,5,2000.00,1729.65,2076.20,1795.76,2159.04,1897.50,2245.40,1927.50
53214388,2.00,2.00,2.00,Espaço inteiro: apartamento,245,117970.00,-27.13,-48.60,False,2,481.51,480.57,499.86,500.30,519.80,520.31,540.59,540.35
39752508,2.00,2.00,4.00,Espaço inteiro: apartamento,191,117800.00,-27.16,-48.58,False,7,616.75,626.66,640.25,654.72,665.80,679.44,692.43,706.14
3263701,4.00,4.00,4.00,Espaço inteiro: apartamento,116,117740.00,-27.13,-48.60,False,38,1015.00,991.23,1053.67,1043.87,1095.71,1081.03,1139.54,1121.04
728839142527908270,1.00,2.00,2.00,Espaço inteiro: casa,323,117650.00,-27.12,-48.62,False,0,364.24,360.52,378.12,374.21,393.21,388.95,408.93,404.17
40154354,3.00,4.00,9.00,Espaço inteiro: casa,336,117600.00,-27.10,-48.62,True,23,350.00,372.50,363.34,380.78,377.83,398.40,392.95,414.96
16270332,2.00,4.00,7.00,Espaço inteiro: casa,336,117600.00,-27.09,-48.61,True,24,350.00,350.43,363.34,363.99,377.83,378.62,392.95,393.43
42602544,2.00,2.00,3.00,Espaço inteiro: apartamento,336,117600.00,-27.13,-48.60,False,1,350.00,349.97,363.34,363.14,377.83,377.82,392.95,393.00
716703779507124462,2.00,2.00,2.00,Espaço inteiro: apartamento,336,117600.00,-27.12,-48.60,False,0,350.00,350.12,363.34,363.55,377.83,377.87,392.95,393.10
29649494,2.00,3.00,5.00,Espaço inteiro: apartamento,336,117600.00,-27.10,-48.61,False,1,350.00,351.00,363.34,364.10,377.83,379.04,392.95,393.64
32471050,2.00,2.00,3.00,Espaço inteiro: apartamento,336,117600.00,-27.15,-48.58,False,1,350.00,349.88,363.34,362.81,377.83,377.33,392.95,392.57
771129312020189310,1.00,3.00,3.00,Espaço inteiro: casa,294,117600.00,-27.09,-48.62,False,0,400.00,397.82,415.24,413.13,431.81,429.82,449.08,448.21
29339208,2.00,3.00,4.00,Espaço inteiro: apartamento,336,117600.00,-27.14,-48.60,False,10,350.00,349.80,363.34,363.01,377.83,377.92,392.95,392.43
761435242184281814,1.00,2.00,3.00,Espaço inteiro: apartamento,336,117600.00,-27.13,-48.61,True,0,350.00,350.24,363.34,363.67,377.83,378.02,392.95,393.67
40524210,1.00,1.00,1.00,Espaço inteiro: apartamento,336,117600.00,-27.15,-48.59,False,12,350.00,350.14,363.34,363.05,377.83,377.37,392.95,392.99
744922093220964412,2.00,2.00,4.00,Espaço inteiro: apartamento,289,117100.00,-27.15,-48.59,False,0,405.19,402.98,420.63,417.51,437.41,434.60,454.91,452.26
686219121655381875,4.00,6.00,10.00,Espaço inteiro: apartamento,49,116950.00,-27.14,-48.60,False,0,2386.73,2135.94,2477.67,2230.60,2576.53,2306.97,2679.59,2387.47
696383851452596240,2.00,2.00,3.00,Espaço inteiro: apartamento,302,116407.00,-27.14,-48.61,False,0,385.45,386.11,400.14,400.96,416.10,416.24,432.75,433.02
735528968450919786,2.00,2.00,2.00,Espaço inteiro: apartamento,266,116180.00,-27.15,-48.59,False,0,436.77,436.50,453.41,453.44,471.50,472.86,490.36,490.25
678178813466191512,2.00,3.00,4.00,Espaço inteiro: apartamento,209,115650.00,-27.12,-48.61,False,0,553.35,556.88,574.43,576.99,597.35,604.13,621.25,627.02
39331223,2.00,3.00,7.00,Espaço inteiro: apartamento,178,115610.00,-27.13,-48.60,False,9,649.49,653.69,674.24,681.01,701.14,701.66,729.19,732.97
22063940,4.00,4.00,4.00,Espaço inteiro: apartamento,180,115600.00,-27.13,-48.60,True,2,642.22,668.01,666.69,700.33,693.29,727.02,721.02,771.12
52348108,2.00,2.00,3.00,Espaço inteiro: apartamento,282,115560.00,-27.12,-48.61,False,4,409.79,407.89,425.40,423.56,442.37,441.47,460.07,458.60
53458717,2.00,3.00,4.00,Espaço inteiro: apartamento,304,115520.00,-27.14,-48.60,False,1,380.00,378.71,394.48,393.70,410.22,408.56,426.63,424.85
563679364512422950,2.00,2.00,4.00,Espaço inteiro: apartamento,336,115344.00,-27.14,-48.60,False,10,343.29,345.92,356.36,359.08,370.58,373.38,385.41,388.71
771206653555577778,3.00,3.00,8.00,Espaço inteiro: casa,128,115200.00,-27.11,-48.62,False,0,900.00,934.08,934.29,945.14,971.57,985.06,1010.43,1016.99
36134162,3.00,3.00,3.00,Espaço inteiro: apartamento,282,115160.00,-27.12,-48.61,False,91,408.37,408.36,423.93,424.96,440.84,442.55,458.48,460.16
28366360,4.00,3.00,3.00,Espaço inteiro: apartamento,273,115100.00,-27.13,-48.60,False,29,421.61,440.01,437.68,453.33,455.14,470.89,473.34,493.43
54245203,2.00,2.00,3.00,Espaço inteiro: apartamento,186,114800.00,-27.14,-48.60,False,1,617.20,627.57,640.72,652.47,666.28,680.17,692.94,703.22
53803935,2.00,3.00,8.00,Espaço inteiro: apartamento,267,114400.00,-27.14,-48.59,True,6,428.46,430.47,444.79,446.48,462.54,465.20,481.04,482.48
676084901324164489,3.00,3.00,3.00,Espaço inteiro: apartamento,219,114390.00,-27.14,-48.60,False,0,522.33,536.89,542.23,553.65,563.86,578.12,586.42,601.99
46990438,3.00,2.00,4.00,Espaço inteiro: apartamento,174,114380.00,-27.10,-48.61,False,2,657.36,649.09,682.40,669.67,709.63,703.87,738.01,729.48
49948623,2.00,2.00,4.00,Espaço inteiro: apartamento,241,114190.00,-27.15,-48.57,False,6,473.82,469.81,491.87,488.74,511.50,508.46,531.96,528.04
45822839,1.00,2.00,3.00,Espaço inteiro: apartamento,282,114100.00,-27.15,-48.59,True,4,404.61,404.82,420.03,420.61,436.78,437.54,454.26,454.77
27248980,1.00,2.00,2.00,Espaço inteiro: apartamento,292,114000.00,-27.09,-48.63,False,10,390.41,391.18,405.29,405.80,421.46,422.10,438.31,439.29
50059423,2.00,2.00,4.00,Espaço inteiro: apartamento,331,113990.00,-27.13,-48.60,True,50,344.38,345.68,357.50,359.29,371.77,373.46,386.64,388.79
41870169,2.00,4.00,6.00,Espaço inteiro: casa,295,113960.00,-27.16,-48.57,False,0,386.31,388.03,401.02,402.87,417.02,419.08,433.71,435.79
757196780672641364,1.00,2.00,3.00,Espaço inteiro: apartamento,283,113200.00,-27.13,-48.60,False,0,400.00,401.81,415.24,417.47,431.81,433.58,449.08,451.78
565849654006523112,1.00,3.00,4.00,Espaço inteiro: casa,258,113100.00,-27.05,-48.60,False,0,438.37,439.10,455.07,456.46,473.23,474.63,492.16,494.56
27201205,2.00,3.00,5.00,Espaço inteiro: apartamento,205,113060.00,-27.12,-48.60,True,32,551.51,558.14,572.52,584.63,595.37,609.44,619.18,632.92
761755938032745270,1.00,2.00,3.00,Espaço inteiro: apartamento,318,112970.00,-27.09,-48.62,False,0,355.25,354.11,368.79,368.07,383.50,382.81,398.84,397.64
759487100003663236,2.00,3.00,5.00,Espaço inteiro: apartamento,88,112810.00,-27.12,-48.61,False,0,1281.93,1267.96,1330.77,1321.41,1383.87,1360.31,1439.23,1425.87
31859744,3.00,2.00,3.00,Espaço inteiro: apartamento,286,112680.00,-27.12,-48.61,False,10,393.99,397.60,409.00,412.86,425.32,430.35,442.33,447.75
46677384,2.00,2.00,3.00,Espaço inteiro: apartamento,291,112580.00,-27.13,-48.60,False,0,386.87,388.81,401.61,403.63,417.64,419.63,434.34,436.27
38800430,2.00,3.00,5.00,Espaço inteiro: apartamento,322,112310.00,-27.13,-48.60,True,23,348.79,349.73,362.08,362.88,376.52,377.20,391.59,391.98
46543982,2.00,2.00,2.00,Espaço inteiro: apartamento,249,112050.00,-27.12,-48.61,False,1,450.00,449.79,467.14,467.05,485.78,484.12,505.22,503.79
768288843904248283,2.00,2.00,2.00,Espaço inteiro: apartamento,274,111285.00,-27.11,-48.62,False,0,406.15,409.24,421.62,425.34,438.45,441.82,455.98,459.26
30456723,2.00,2.00,3.00,Espaço inteiro: apartamento,336,110880.00,-27.13,-48.60,False,3,330.00,336.02,342.57,348.58,356.24,362.44,370.49,377.10
41170693,4.00,4.00,4.00,Espaço inteiro: apartamento,305,110520.00,-27.13,-48.60,False,39,362.36,390.06,376.17,405.97,391.18,416.51,406.82,435.95
755813238148585928,4.00,3.00,5.00,Espaço inteiro: apartamento,92,110400.00,-27.13,-48.61,False,0,1200.00,1169.43,1245.72,1218.42,1295.42,1264.72,1347.24,1310.87
40941204,2.00,3.00,6.00,Espaço inteiro: casa,310,110250.00,-27.15,-48.59,False,9,355.65,356.99,369.20,369.03,383.93,384.61,399.28,400.12
9020559,2.00,3.00,5.00,Espaço inteiro: apartamento,274,110140.00,-27.13,-48.60,True,13,401.97,404.96,417.29,421.18,433.94,435.86,451.29,452.95
718922870189236806,5.00,5.00,5.00,Espaço inteiro: apartamento,102,109800.00,-27.13,-48.60,False,0,1076.47,1087.81,1117.48,1125.12,1162.07,1168.88,1208.55,1208.16
36908385,3.00,3.00,3.00,Espaço inteiro: apartamento,319,109622.00,-27.12,-48.61,False,8,343.64,350.23,356.74,364.23,370.97,377.51,385.81,391.58
41143904,2.00,2.60,6.00,Espaço inteiro: apartamento,59,109504.00,-27.10,-48.62,False,0,1856.00,1575.83,1926.71,1640.61,2003.59,1694.94,2083.73,1762.84
21695053,3.00,3.00,4.00,Espaço inteiro: apartamento,250,109287.00,-27.13,-48.60,False,54,437.15,443.54,453.80,461.89,471.91,479.48,490.79,498.95
46011131,2.00,3.00,3.00,Espaço inteiro: apartamento,326,109280.00,-27.12,-48.61,False,24,335.21,337.27,347.99,351.11,361.87,367.40,376.35,378.20
53216869,3.00,3.00,4.00,Espaço inteiro: casa,279,109230.00,-27.09,-48.61,True,14,391.51,395.87,406.42,410.81,422.64,428.66,439.54,442.48
758870769636301164,2.00,2.00,2.00,Espaço inteiro: apartamento,91,109200.00,-27.13,-48.60,False,0,1200.00,1179.26,1245.72,1232.04,1295.42,1277.69,1347.24,1332.79
756315688365997518,2.00,2.00,3.00,Espaço inteiro: casa,91,109200.00,-27.09,-48.62,True,0,1200.00,1224.26,1245.72,1282.49,1295.42,1332.73,1347.24,1379.92
32766950,2.00,2.00,4.00,Espaço inteiro: apartamento,240,109165.00,-27.10,-48.61,False,3,454.85,456.31,472.18,477.64,491.02,494.07,510.67,511.97
757870092862519007,2.00,2.00,2.00,Espaço inteiro: apartamento,200,108560.00,-27.12,-48.61,False,0,542.80,561.34,563.48,584.33,585.96,608.24,609.40,629.09
744316645679535513,3.00,3.00,4.00,Espaço inteiro: apartamento,223,108550.00,-27.14,-48.59,False,1,486.77,487.40,505.32,510.20,525.48,526.82,546.50,547.53
17434239,2.00,3.00,3.00,Espaço inteiro: apartamento,286,108410.00,-27.13,-48.60,True,88,379.06,380.41,393.50,395.11,409.20,410.54,425.57,428.14
52969803,2.00,2.00,3.00,Espaço inteiro: apartamento,266,108351.00,-27.10,-48.62,False,3,407.33,408.69,422.85,426.44,439.73,442.78,457.31,461.34
41862633,2.00,2.00,2.00,Espaço inteiro: apartamento,336,108000.00,-27.15,-48.59,False,6,321.43,324.54,333.68,336.50,346.99,349.81,360.87,364.46
32697747,2.00,2.00,2.00,Espaço inteiro: apartamento,255,107940.00,-27.13,-48.60,True,38,423.29,422.47,439.42,438.20,456.95,455.85,475.23,473.48
38971311,2.00,2.00,2.00,Espaço inteiro: apartamento,164,107900.00,-27.13,-48.60,False,6,657.93,652.79,682.99,674.43,710.25,700.81,738.66,727.15
52536443,2.00,2.00,4.00,Espaço inteiro: apartamento,284,107780.00,-27.10,-48.61,True,4,379.51,382.01,393.97,396.93,409.69,412.76,426.07,428.66
665058927800286302,3.00,3.00,3.00,Espaço inteiro: apartamento,217,107415.00,-27.12,-48.61,False,2,495.00,492.08,513.86,509.41,534.36,528.60,555.74,550.59
46662931,2.00,3.00,3.00,Espaço inteiro: apartamento,231,106804.00,-27.15,-48.57,True,15,462.35,461.71,479.97,480.29,499.12,498.47,519.09,518.47
50085393,2.00,3.00,4.00,Espaço inteiro: condomínio,316,106500.00,-27.13,-48.60,True,12,337.03,333.92,349.87,346.79,363.83,360.14,378.38,375.25
49824103,2.00,3.00,5.00,Espaço inteiro: apartamento,336,106496.00,-27.13,-48.60,True,20,316.95,319.48,329.03,331.36,342.16,345.04,355.84,359.15
35912949,2.00,4.00,8.00,Espaço inteiro: casa,304,106400.00,-27.09,-48.61,False,8,350.00,352.42,363.34,366.17,377.83,380.70,392.95,396.17
566658674780462356,2.00,3.00,3.00,Espaço inteiro: apartamento,210,106180.00,-27.16,-48.56,False,1,505.62,506.65,524.88,528.72,545.83,547.83,567.66,571.93
52813149,2.00,3.00,4.00,Espaço inteiro: apartamento,335,105970.00,-27.13,-48.60,False,2,316.33,318.01,328.38,330.65,341.48,343.48,355.14,357.79
47534961,2.00,2.00,2.00,Espaço inteiro: apartamento,262,105850.00,-27.13,-48.60,False,1,404.01,404.72,419.40,420.91,436.13,437.51,453.58,455.30
39315649,2.00,3.00,3.00,Espaço inteiro: apartamento,162,105820.00,-27.13,-48.60,False,0,653.21,655.77,678.10,678.69,705.15,706.46,733.36,735.57
599113560319545877,3.00,2.00,2.00,Espaço inteiro: apartamento,269,105590.00,-27.14,-48.60,False,0,392.53,403.54,407.48,417.85,423.74,436.78,440.69,451.74
14884678,2.00,3.00,3.00,Espaço inteiro: apartamento,285,105550.00,-27.13,-48.60,True,17,370.35,371.45,384.46,385.78,399.80,400.57,415.79,416.61
40969000,2.00,3.00,3.00,Espaço inteiro: apartamento,310,105540.00,-27.11,-48.61,False,0,340.45,337.81,353.42,351.32,367.52,364.71,382.23,380.23
41959142,3.00,4.00,4.00,Espaço inteiro: apartamento,214,105200.00,-27.15,-48.57,False,13,491.59,502.86,510.32,519.20,530.68,547.70,551.91,567.28
39507664,3.00,4.00,4.00,Espaço inteiro: apartamento,270,105151.00,-27.12,-48.61,False,28,389.45,400.29,404.29,413.50,420.42,432.76,437.23,449.18
39583346,3.00,3.00,3.00,Espaço inteiro: apartamento,336,104832.00,-27.13,-48.60,True,36,312.00,318.04,323.89,330.74,336.81,344.20,350.28,357.16
39945171,2.00,2.00,2.00,Espaço inteiro: condomínio,123,104550.00,-27.13,-48.61,False,2,850.00,831.02,882.38,860.45,917.59,893.45,954.30,932.66
40835980,3.00,3.00,5.00,Espaço inteiro: apartamento,103,104500.00,-27.13,-48.60,False,1,1014.56,993.44,1053.22,1035.58,1095.24,1076.37,1139.05,1110.32
29114516,2.00,3.00,4.00,Espaço inteiro: apartamento,336,104210.00,-27.14,-48.59,True,21,310.15,312.35,321.97,323.77,334.81,337.22,348.20,349.79
16321793,2.00,3.00,5.00,Espaço inteiro: apartamento,267,104114.00,-27.14,-48.59,False,18,389.94,389.07,404.80,404.18,420.95,419.69,437.79,436.28
15500038,2.00,3.00,4.00,Espaço inteiro: apartamento,275,103951.00,-27.14,-48.59,True,15,378.00,377.55,392.41,392.56,408.06,408.62,424.39,424.52
563536617774957115,3.00,3.00,3.00,Espaço inteiro: apartamento,254,103933.00,-27.13,-48.61,False,2,409.19,417.61,424.77,432.89,441.72,449.03,459.39,467.72
748336742434217963,1.00,2.00,3.00,Espaço inteiro: apartamento,225,103650.00,-27.13,-48.60,False,2,460.67,459.16,478.22,476.68,497.30,493.79,517.19,513.89
707087342579493959,2.00,3.00,4.00,Espaço inteiro: apartamento,336,103600.00,-27.10,-48.61,True,0,308.33,312.86,320.08,325.24,332.85,337.90,346.17,350.83
746890997734532839,4.00,3.00,8.00,Espaço inteiro: apartamento,86,103400.00,-27.12,-48.61,False,0,1202.33,1169.56,1248.13,1212.29,1297.93,1258.60,1349.85,1313.74
43379132,2.00,3.00,4.00,Espaço inteiro: apartamento,307,103230.00,-27.13,-48.60,True,23,336.25,337.02,349.07,349.89,362.99,363.26,377.51,378.55
42013117,2.00,2.00,4.00,Espaço inteiro: apartamento,291,103190.00,-27.13,-48.60,True,11,354.60,355.14,368.12,369.15,382.80,383.73,398.12,398.06
589182296599768810,2.00,2.00,2.00,Espaço inteiro: apartamento,218,102980.00,-27.14,-48.61,False,6,472.39,469.84,490.38,488.89,509.95,506.47,530.35,528.00
46724379,1.00,2.00,6.00,Espaço inteiro: apartamento,326,102960.00,-27.14,-48.60,True,33,315.83,315.56,327.86,327.20,340.94,340.46,354.58,354.47
41705158,2.00,2.00,2.00,Espaço inteiro: apartamento,250,102840.00,-27.12,-48.61,False,2,411.36,413.61,427.03,429.90,444.07,445.46,461.83,463.33
45675384,2.00,3.00,5.00,Espaço inteiro: apartamento,299,102720.00,-27.13,-48.60,False,16,343.55,344.31,356.63,357.34,370.86,371.44,385.70,385.87
39810809,2.00,2.00,4.00,Espaço inteiro: apartamento,124,102300.00,-27.14,-48.59,False,1,825.00,799.69,856.43,829.82,890.60,867.59,926.23,902.99
30303302,2.00,3.00,4.00,Espaço inteiro: casa,251,102270.00,-27.15,-48.59,False,0,407.45,407.29,422.97,422.65,439.85,438.80,457.44,456.40
38548630,2.00,3.00,3.00,Espaço inteiro: apartamento,176,102100.00,-27.11,-48.59,False,9,580.11,586.30,602.22,606.45,626.24,629.78,651.29,653.31
38060727,3.00,3.00,4.00,Espaço inteiro: apartamento,336,102050.00,-27.12,-48.60,True,69,303.72,306.77,315.29,317.88,327.87,332.51,340.99,345.96
39417651,2.00,3.00,3.00,Espaço inteiro: apartamento,155,101960.00,-27.13,-48.60,False,0,657.81,652.61,682.87,671.39,710.12,701.75,738.52,732.20
41043065,1.00,2.00,4.00,Espaço inteiro: condomínio,285,101660.00,-27.10,-48.61,False,4,356.70,358.05,370.29,371.11,385.07,386.62,400.47,401.79
748498249873849852,2.00,2.00,3.00,Espaço inteiro: apartamento,231,101475.00,-27.12,-48.61,False,0,439.29,438.94,456.02,456.93,474.22,472.48,493.19,493.53
40538689,1.00,2.00,2.00,Espaço inteiro: apartamento,336,101380.00,-27.13,-48.61,True,52,301.73,301.59,313.22,313.32,325.72,325.42,338.75,338.54
54315426,1.00,2.00,2.00,Espaço inteiro: casa,336,100800.00,-27.16,-48.56,False,2,300.00,300.40,311.43,311.62,323.86,324.03,336.81,337.04
44890294,2.00,3.00,4.00,Espaço inteiro: apartamento,336,100800.00,-27.13,-48.60,True,52,300.00,300.83,311.43,312.20,323.86,324.77,336.81,337.53
41408275,1.00,1.00,0.00,Espaço inteiro: apartamento,336,100800.00,-27.14,-48.60,False,0,300.00,300.84,311.43,312.09,323.86,324.13,336.81,337.22
585600486114295795,2.00,3.00,3.00,Espaço inteiro: apartamento,336,100800.00,-27.14,-48.59,False,1,300.00,300.63,311.43,312.04,323.86,324.32,336.81,337.33
53007535,3.00,2.00,2.00,Espaço inteiro: casa,317,100500.00,-27.10,-48.61,True,28,317.03,316.45,329.11,329.65,342.25,344.20,355.94,355.49
51669111,2.00,3.00,3.00,Espaço inteiro: apartamento,296,100470.00,-27.14,-48.59,True,8,339.43,340.30,352.36,354.00,366.42,367.70,381.07,382.28
45768161,2.00,3.00,3.00,Espaço inteiro: apartamento,263,100300.00,-27.13,-48.60,True,16,381.37,380.29,395.90,395.18,411.70,411.08,428.16,426.44
22401360,2.00,2.00,2.00,Espaço inteiro: apartamento,334,100200.00,-27.15,-48.58,True,51,300.00,300.58,311.43,311.98,323.86,324.20,336.81,337.21
39635217,2.00,3.00,3.00,Espaço inteiro: apartamento,270,100160.00,-27.13,-48.60,True,19,370.96,371.38,385.10,384.71,400.46,400.92,416.48,416.94
47783121,2.00,2.00,4.00,Espaço inteiro: apartamento,233,100100.00,-27.10,-48.62,False,2,429.61,428.86,445.98,445.06,463.78,462.77,482.33,482.36
47809244,2.00,2.00,3.00,Espaço inteiro: apartamento,247,99980.00,-27.14,-48.59,False,0,404.78,404.69,420.20,419.40,436.97,436.22,454.44,453.48
40583828,2.00,2.60,4.00,Espaço inteiro: apartamento,248,99950.00,-27.14,-48.60,False,3,403.02,402.99,418.38,418.11,435.07,433.60,452.48,451.78
46678933,3.00,3.00,4.00,Espaço inteiro: apartamento,155,99840.00,-27.13,-48.61,True,7,644.13,666.48,668.67,694.27,695.35,726.75,723.16,745.84
726145935631635289,2.00,3.00,4.00,Espaço inteiro: casa,284,99800.00,-27.13,-48.61,False,0,351.41,352.13,364.80,365.19,379.35,379.85,394.53,395.08
41291609,2.00,3.00,5.00,Espaço inteiro: apartamento,291,99740.00,-27.12,-48.61,False,13,342.75,345.53,355.81,358.36,370.00,372.17,384.80,387.56
552771331403575384,2.00,2.00,2.00,Espaço inteiro: apartamento,173,99590.00,-27.13,-48.61,False,0,575.66,581.52,597.60,603.38,621.44,623.28,646.30,652.66
8936081,2.00,2.00,4.00,Espaço inteiro: apartamento,282,99500.00,-27.13,-48.60,True,29,352.84,355.64,366.28,369.55,380.89,383.71,396.13,399.63
648522985326081489,3.00,3.00,3.00,Espaço inteiro: apartamento,252,99480.00,-27.14,-48.60,False,2,394.76,412.70,409.80,425.33,426.15,442.30,443.20,459.61
51861410,2.00,3.00,3.00,Espaço inteiro: casa,207,99150.00,-27.10,-48.62,False,10,478.99,476.51,497.23,501.12,517.07,517.16,537.76,540.22
41686810,2.00,2.00,2.00,Espaço inteiro: apartamento,247,99000.00,-27.13,-48.61,False,16,400.81,398.26,416.08,413.82,432.68,429.15,449.99,446.82
5437566,2.00,3.00,8.00,Espaço inteiro: apartamento,266,98998.00,-27.15,-48.59,True,45,372.17,371.50,386.35,386.65,401.77,401.67,417.84,418.72
53717416,2.00,3.00,3.00,Espaço inteiro: apartamento,336,98899.00,-27.13,-48.60,False,16,294.34,296.60,305.56,307.45,317.75,319.62,330.46,332.54
613065686516416056,2.00,3.00,4.00,Espaço inteiro: apartamento,313,98660.00,-27.13,-48.60,False,0,315.21,315.72,327.22,328.30,340.27,341.07,353.88,354.74
39312923,2.00,2.00,3.00,Espaço inteiro: apartamento,163,98550.00,-27.14,-48.59,False,0,604.60,600.89,627.64,623.22,652.68,648.27,678.79,676.68
41590719,1.00,2.00,4.00,Espaço inteiro: apartamento,336,98400.00,-27.14,-48.59,False,30,292.86,295.55,304.01,306.48,316.15,318.96,328.79,331.65
39363955,1.00,2.00,4.00,Espaço inteiro: apartamento,181,98235.00,-27.14,-48.59,False,6,542.73,546.29,563.41,565.40,585.89,586.79,609.33,609.37
47543180,1.00,2.00,2.00,Espaço inteiro: casa,296,98070.00,-27.09,-48.62,False,7,331.32,332.33,343.94,345.63,357.66,358.13,371.97,373.14
47921968,2.00,3.00,4.00,Espaço inteiro: apartamento,98,98000.00,-27.13,-48.60,False,0,1000.00,918.04,1038.10,963.08,1079.52,998.44,1122.70,1038.78
768695256036866802,1.00,2.00,2.00,Espaço inteiro: apartamento,121,97950.00,-27.13,-48.61,False,0,809.50,793.83,840.35,828.64,873.88,856.50,908.83,898.89
22916493,2.00,2.00,2.00,Espaço inteiro: apartamento,310,97850.00,-27.13,-48.60,False,3,315.65,317.13,327.67,328.76,340.75,342.61,354.38,356.65
20798615,2.00,3.00,5.00,Espaço inteiro: apartamento,312,97800.00,-27.13,-48.60,False,4,313.46,315.02,325.40,326.43,338.39,340.27,351.92,353.99
44256985,2.00,2.00,3.00,Espaço inteiro: condomínio,216,97750.00,-27.12,-48.62,False,0,452.55,450.67,469.79,469.60,488.53,486.41,508.07,505.80
22367379,2.00,2.00,4.00,Espaço inteiro: apartamento,336,97480.00,-27.13,-48.61,False,92,290.12,293.17,301.17,303.83,313.19,315.94,325.72,328.52
30855028,2.00,3.00,3.00,Espaço inteiro: apartamento,325,97440.00,-27.10,-48.61,False,29,299.82,299.32,311.24,310.34,323.66,322.26,336.60,335.85
53601110,2.00,3.00,4.00,Espaço inteiro: apartamento,263,97400.00,-27.15,-48.58,False,5,370.34,368.08,384.45,381.70,399.79,397.73,415.78,413.29
52883365,1.00,1.00,3.00,Quarto inteiro em apartamento,278,97274.00,-27.11,-48.61,False,0,349.91,347.91,363.24,360.66,377.73,375.94,392.84,390.14
40532740,2.00,2.00,5.00,Espaço inteiro: apartamento,296,97190.00,-27.13,-48.60,False,2,328.34,328.82,340.85,341.54,354.45,354.53,368.63,369.71
769483745740962085,1.00,2.00,2.00,Espaço inteiro: casa,277,96950.00,-27.15,-48.60,False,0,350.00,348.66,363.34,361.02,377.83,376.46,392.95,390.62
604521043281534642,3.00,4.00,5.00,Espaço inteiro: apartamento,200,96950.00,-27.10,-48.61,False,4,484.75,498.71,503.22,516.64,523.30,541.20,544.23,557.85
743582293439705027,2.00,3.00,3.00,Espaço inteiro: apartamento,114,96900.00,-27.13,-48.60,False,0,850.00,821.95,882.38,851.82,917.59,884.33,954.30,920.11
15980018,2.00,2.00,6.00,Espaço inteiro: apartamento,316,96740.00,-27.10,-48.61,True,75,306.14,306.40,317.80,318.01,330.48,330.66,343.70,343.66
46866369,2.00,2.00,5.00,Espaço inteiro: apartamento,269,96700.00,-27.13,-48.60,True,6,359.48,355.84,373.18,370.33,388.07,384.17,403.59,399.91
23078040,2.00,3.00,3.00,Espaço inteiro: apartamento,336,96510.00,-27.12,-48.60,False,148,287.23,288.35,298.18,299.58,310.07,311.41,322.48,323.67
649206843715415531,1.00,2.00,2.00,Espaço inteiro: casa,336,96400.00,-27.16,-48.56,False,0,286.90,287.93,297.84,298.56,309.72,311.01,322.11,323.00
752994213751607067,3.00,3.00,3.00,Espaço inteiro: apartamento,141,95598.00,-27.12,-48.61,False,0,678.00,729.15,703.83,760.74,731.91,793.89,761.19,811.14
26026295,2.00,2.00,3.00,Espaço inteiro: apartamento,324,95440.00,-27.13,-48.60,True,95,294.57,291.71,305.79,303.15,317.99,314.99,330.71,327.57
46936020,2.00,2.00,2.00,Espaço inteiro: apartamento,336,94870.00,-27.12,-48.61,False,39,282.35,283.55,293.11,294.25,304.80,306.22,317.00,318.73
46524716,2.00,3.00,6.00,Espaço inteiro: apartamento,262,94720.00,-27.15,-48.58,False,4,361.53,360.86,375.30,374.81,390.28,389.44,405.89,404.58
47817514,1.00,2.00,3.00,Espaço inteiro: apartamento,297,94493.00,-27.07,-48.60,False,5,318.16,318.75,330.28,331.82,343.46,345.05,357.20,358.56
54218940,2.00,3.00,3.00,Espaço inteiro: apartamento,330,94380.00,-27.14,-48.59,True,2,286.00,283.74,296.90,294.85,308.74,306.66,321.09,318.62
54127075,1.00,2.00,4.00,Espaço inteiro: apartamento,336,94304.00,-27.10,-48.62,False,0,280.67,281.45,291.36,291.83,302.99,303.69,315.10,316.03
36235028,3.00,3.00,8.00,Espaço inteiro: condomínio,221,94270.00,-27.12,-48.61,False,10,426.56,444.69,442.81,463.28,460.48,480.47,478.90,500.13
32606991,3.00,3.00,4.00,Espaço inteiro: apartamento,196,94150.00,-27.13,-48.60,False,11,480.36,475.08,498.66,490.76,518.56,513.63,539.30,533.14
27981528,2.00,3.00,3.00,Espaço inteiro: apartamento,336,94080.00,-27.09,-48.62,True,81,280.00,280.74,290.67,291.38,302.27,302.90,314.36,315.13
714413334110733158,2.00,3.00,4.00,Espaço inteiro: apartamento,336,94080.00,-27.13,-48.60,False,0,280.00,281.76,290.67,291.41,302.27,302.49,314.36,315.20
40658129,1.00,3.00,3.00,Espaço inteiro: casa,336,94080.00,-27.09,-48.62,True,3,280.00,280.56,290.67,291.18,302.27,302.81,314.36,314.85
8838629,2.00,4.00,6.00,Espaço inteiro: apartamento,190,94000.00,-27.11,-48.61,True,78,494.74,483.78,513.59,503.06,534.08,523.42,555.44,542.64
