ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,number_rented,revenue,latitude,longitude,is_superhost,number_of_reviews,2023_price,2023_predict_price,2024_price,2024_predict_price,2025_price,2025_predict_price,2026_price,2026_predict_price
45757663,3.00,5.00,9.00,Espaço inteiro: apartamento,48,41391.00,-27.11,-48.61,False,4,862.31,885.34,895.17,910.90,930.88,951.64,968.12,993.93
41457268,2.00,2.60,2.00,Espaço inteiro: casa,150,41370.00,-27.08,-48.61,False,0,275.80,280.55,286.31,289.07,297.73,303.52,309.64,310.66
47354488,2.00,3.00,8.00,Espaço inteiro: apartamento,67,41355.00,-27.10,-48.62,False,2,617.24,628.58,640.76,651.12,666.32,675.02,692.97,700.65
34218930,3.00,3.00,5.00,Espaço inteiro: apartamento,51,41350.00,-27.13,-48.60,True,16,810.78,817.89,841.68,850.69,875.26,883.52,910.27,915.18
30950504,3.00,4.00,4.00,Espaço inteiro: casa,59,41300.00,-27.13,-48.60,False,0,700.00,745.03,726.67,780.74,755.66,808.36,785.89,839.14
50958684,3.00,3.00,3.00,Espaço inteiro: apartamento,44,41230.00,-27.13,-48.60,True,15,937.05,926.09,972.75,959.55,1011.56,998.20,1052.02,1038.43
26570136,2.00,3.00,2.00,Espaço inteiro: apartamento,45,41050.00,-27.14,-48.59,False,13,912.22,924.43,946.98,954.10,984.76,991.09,1024.15,1040.17
53796581,4.00,4.00,8.00,Espaço inteiro: apartamento,31,41000.00,-27.12,-48.61,False,1,1322.58,1392.73,1372.97,1443.51,1427.75,1522.75,1484.86,1572.58
700146583051236602,1.00,1.00,1.00,Quarto inteiro em apartamento,336,40730.00,-27.10,-48.62,False,0,121.22,124.83,125.84,129.77,130.86,134.25,136.09,139.89
53154219,2.00,2.00,3.00,Espaço inteiro: apartamento,95,40640.00,-27.14,-48.59,False,5,427.79,427.97,444.09,442.37,461.81,460.64,480.28,478.48
53190433,2.00,3.00,3.00,Espaço inteiro: apartamento,43,40550.00,-27.10,-48.61,False,1,943.02,927.16,978.95,960.73,1018.01,1002.78,1058.73,1046.15
766463519419413290,1.00,1.00,1.00,Quarto inteiro em apartamento,284,40533.00,-27.10,-48.61,False,0,142.72,138.50,148.16,143.68,154.07,148.89,160.23,155.15
28929249,1.00,1.00,1.00,Espaço inteiro: apartamento,311,40350.00,-27.13,-48.61,False,116,129.74,129.30,134.69,134.00,140.06,139.22,145.66,144.98
599368528094352718,4.00,3.00,3.00,Espaço inteiro: apartamento,62,40338.00,-27.14,-48.60,True,17,650.61,732.51,675.40,764.44,702.35,803.38,730.44,822.34
20564012,1.00,1.00,1.00,Espaço inteiro: apartamento,336,40320.00,-27.10,-48.62,False,4,120.00,121.40,124.57,125.99,129.54,130.91,134.72,136.23
29259545,1.00,1.00,1.00,Espaço inteiro: apartamento,336,40320.00,-27.12,-48.61,True,14,120.00,121.27,124.57,126.21,129.54,130.93,134.72,136.36
46072703,3.00,3.00,5.00,Espaço inteiro: apartamento,51,40250.00,-27.13,-48.60,True,8,789.22,800.78,819.28,831.73,851.97,863.56,886.05,901.11
22031263,2.00,3.00,5.00,Espaço inteiro: apartamento,57,40243.00,-27.13,-48.60,False,8,706.02,690.97,732.92,719.18,762.16,753.60,792.65,776.81
48344243,1.00,2.00,3.00,Espaço inteiro: apartamento,151,40170.00,-27.14,-48.59,False,4,266.03,275.55,276.16,287.08,287.18,297.14,298.67,308.99
43300431,3.00,4.00,4.00,Espaço inteiro: apartamento,19,40100.00,-27.14,-48.59,False,9,2110.53,1981.85,2190.94,2060.67,2278.36,2132.33,2369.49,2211.30
47468878,3.00,4.00,4.00,Espaço inteiro: apartamento,19,40100.00,-27.14,-48.59,False,0,2110.53,1988.10,2190.94,2054.83,2278.36,2139.66,2369.49,2202.71
38470752,2.00,2.00,5.00,Espaço inteiro: apartamento,151,40050.00,-27.12,-48.61,False,5,265.23,272.44,275.34,282.55,286.32,292.40,297.78,303.42
762916089194134311,2.00,2.00,3.00,Espaço inteiro: apartamento,40,40000.00,-27.09,-48.62,False,0,1000.00,952.06,1038.10,985.46,1079.52,1022.35,1122.70,1071.08
39685785,2.00,2.00,2.00,Espaço inteiro: apartamento,336,39984.00,-27.14,-48.59,True,73,119.00,121.44,123.53,126.18,128.46,131.05,133.60,136.75
700581475456680268,3.00,3.00,0.00,Espaço inteiro: apartamento,44,39960.00,-27.13,-48.60,False,0,908.18,914.40,942.78,957.87,980.40,985.72,1019.62,1028.26
753566944813003124,2.00,1.00,1.00,Espaço inteiro: apartamento,93,39930.00,-27.10,-48.61,False,0,429.35,428.97,445.71,445.58,463.50,460.63,482.04,480.94
762222087085320918,5.00,4.00,4.00,Espaço inteiro: apartamento,18,39890.00,-27.14,-48.60,False,0,2216.11,2052.24,2300.54,2119.36,2392.34,2222.94,2488.03,2287.97
731853350375474350,2.00,2.00,3.00,Espaço inteiro: apartamento,115,39860.00,-27.12,-48.61,False,0,346.61,360.86,359.81,377.95,374.17,387.30,389.14,404.75
658670870469957307,2.00,3.00,3.00,Espaço inteiro: apartamento,42,39769.00,-27.12,-48.60,False,0,946.88,935.53,982.96,975.75,1022.18,1024.33,1063.06,1061.29
54370123,2.00,2.00,3.00,Espaço inteiro: apartamento,122,39750.00,-27.14,-48.59,False,1,325.82,338.39,338.23,353.31,351.73,367.00,365.80,382.11
45609917,2.00,3.00,3.00,Espaço inteiro: apartamento,87,39700.00,-27.14,-48.59,False,4,456.32,465.16,473.71,484.61,492.61,501.00,512.31,524.90
