ad_id,ad_name,ad_description,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,average_price,number_rented,revenue,latitude,longitude
18506998,Apartamento diferenciado na quadra mar.,"Curta uma experiência elegante neste lugar bem-localizado.  Excelente para você que busca por um lugar moderno, silencioso e na melhor praia de Itapema. Cada detalhe foi escolhido pensando em proporcionar a sensação de estar em casa. Tenho a certeza que você vai desejar voltar.",2.00,2.00,3.00,Espaço inteiro: apartamento,553.37,104,57550.00,-27.10,-48.61
54235622,"Aluguel de temporada em Itapema, lugar tranquilo.",Relaxe com toda a família nesta acomodação tranquila.,1.00,3.00,3.00,Espaço inteiro: casa,294.87,195,57500.00,-27.08,-48.62
42270655,Casa Interpraias com Piscina e Cascata,"Linda casa, na praia do Estaleirinho, a 5km de Itapema, 10km de Balneario Camboriu, 600m da praia de Ilhota, 500m praia do Estaleirinho, proximo a mercado,farmacia, panificadora, salão de beleza.",2.00,3.00,5.00,Espaço inteiro: casa,637.29,90,57356.00,-27.06,-48.60
41746198,Aluga-se apartamento em Meia Praia - quadra do mar,"Apartamento localizado na quadra do mar! Perto de supermercados, farmácias, restaurantes e shoppings. Apartamento possui wifi e Netiflix.",1.00,2.00,2.00,Quarto inteiro em apartamento,208.47,275,57330.00,-27.14,-48.59
46027787,Apartamento 4 quartos Meia Praia,"Apartamento grande, arejado, bem localizado, próximo ao shopping Calçadão,  Russi e Russi.  Tem Wi-Fi, área externa enorme, ar condicionado/aquecedor em todos os quartos, máquina de lavar e secadora. Excelente local para passar suas férias!",2.00,4.00,4.00,Espaço inteiro: apartamento,673.53,85,57250.00,-27.13,-48.60
27582707,APTO amplo a 140m da praia,"AP amplo no primeiro andar, com vista para  a praia que fica a 140m, com churrasqueira na sacada, ar-condicionado e cama box em todos os quartos. Uma vaga de garagem, Internet com WIFI. Próx a Padarias, Supermercados, Bares e Restaurantes. Lugar perfeito para a família e casais que preferem lugar mais tranquilo e para descansar!",2.00,3.00,4.00,Espaço inteiro: apartamento,650.00,88,57200.00,-27.10,-48.61
12359560,New 3b apartment in front of the sea,"Departamento hecho a nuevo, completamente equipado frente al mar en Meia Praia / Itapema para 6 personas.  VER DESCRIPCION DETALLADA",3.00,3.00,4.00,Espaço inteiro: apartamento,752.43,76,57185.00,-27.14,-48.59
726366059837814361,"Lindo Apto quadra mar, na Meia Praia, 4 quartos","Traga toda a sua família a este ótimo lugar com muito espaço para descansar e curtir a praia.  4 dormitórios, sendo 2 suites Sala de estar Sala de tv Sala de jantar Cozinha mobiliada e equipada Lavanderia com máquina de lavar Sacada com churrasqueira  Tela de proteção nas janelas e sacadas  2 vagas de garagem",3.00,4.00,6.00,Espaço inteiro: apartamento,984.14,58,57080.00,-27.14,-48.59
710148129777546948,Apto a 50mts do mar Mobiliado/ meia praia!,"Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado.  Apartamento lindo, mobiliado, próximo de tudo, 50 mta do mar.  1 garagem privativa, box de praia, prédio monitorado por câmeras, lugar seguro,  2 dormitórios, 1 banheiro, móveis sob medidas, todo equipado, porcelanato, ar condicionado nos dormitórios, sacada com churrasqueira, internet, prédio com elevador. Acomoda até 6 pessoas.  Venha curtir suas férias, neste paraíso, chamado Itapema/ Meia Praia - SC",1.00,2.00,2.00,Espaço inteiro: apartamento,750.00,76,57000.00,-27.13,-48.60
53142229,CASA COM VISTA ESPETACULAR,Leve toda a família a este ótimo lugar com muito espaço para se divertir.,5.00,5.00,7.00,Espaço inteiro: casa,2590.00,22,56980.00,-27.09,-48.61
53154219,"Quadra mar, perto da praia e calçadão, exclusivo!!","Apartamento encantador, perfeito para descansar e aproveitar ao máximo a praia. Pertinho de tudo! Preparado para recepcionar, da melhor forma, os hóspedes, aconchegante, bem iluminado e ventilado, sacada de frente com vista para o mar e churrasqueira. Quartos climatizados, cozinha completa e equipada.  Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado.",2.00,2.00,3.00,Espaço inteiro: apartamento,427.89,133,56910.00,-27.14,-48.59
45803876,"Lindo Apto, meia Praia, Itapema, 3 suítes com ar","O apto é muito bem decorado, completo e garante seu conforto.   Ar condicionado em todas 3 suítes e também na sala, próximo ao mar e dos principais pontos de Meia Praia e próximo a shopping, supermercado, padaria…  O espaço Gourmet integrado à sala de jantar, com churrasqueira e uma cervejeira, deixa o ambiente mais sofisticado e apropriado para aproveitar sua família e amigos.   Cozinha completa com todos equipamentos necessários.",3.00,3.00,3.00,Espaço inteiro: apartamento,711.08,80,56886.00,-27.12,-48.61
23041328,Lindo e amplo apto de 2 dorm. a 50m da praia!,"Lindissimo apartamento de 2 dormitórios a menos de meia quadra da praia central de Itapema! Localização tranquila e agradável. Apartamento recém reformado, muito bem equipado, cozinha completa, TV, ar condicionado quente e frio, internet WIFI, sacada com churrasqueira, garagem.",1.00,2.00,6.00,Espaço inteiro: apartamento,142.48,399,56850.00,-27.10,-48.62
48080102,"APARTAMENTO QUADRA MAR, MEIA PRAIA.","Lindo apartamento quadra mar na rua 275 há apenas 30 metros do MAR, 01 suíte + 02 quartos + cozinha+lavanderia+01 garagem grande + churrasqueira na sacada + ar condicionado nos 03 quartos, venha se hospedar na melhor localização de meia  praia....   Comodidade: Próximo mercado, churrascaria, padaria e farmacia",2.00,3.00,3.00,Espaço inteiro: apartamento,623.63,91,56750.00,-27.14,-48.60
41321561,Linda vista para o mar em Meia Praia - 2 dorm.,"Este espaço nos proporciona muitos momentos felizes e de descanso. Desejamos que proporcione o mesmo para você!  Na suíte temos ar condicionado e dois colchões extras.  No outro quarto, ventilador. Os quartos tem uma vista linda para o mar. A sala tem vista lateral para o mar. Tem churrasqueira e na cozinha há todos os eletrodomésticos e utensílios necessários. A sala também possui TV, mesa e um sofá-cama confortável. A garagem é para um veículo.",2.00,2.00,3.00,Espaço inteiro: apartamento,143.89,393,56548.00,-27.12,-48.61
39589039,Suite em Meia Praia - Itapema,"Suite para duas pessoas com cama Quenn, Ar condicionado, frigobar,quarto com a janela de frente para a rua, fornecemos 1 vaga de estacionamento (não coberta).  Disponibilizamos roupa de cama e toalha para dois hospedes.  Chek-in/out flexíveis e a combinar de maneira que fique bom para ambas as partes.  500 mts da praia.",1.00,1.00,1.00,Quarto inteiro em microcasa,171.82,329,56530.00,-27.14,-48.59
53815397,Stúdio inteiro em casa familiar-ar cond próx praia,"O Stúdio foi criado para ser um lugar de descanso após um dia conhecendo a aproveitando a nossa maravilhosa região. A 5 minutos da praia, ele comporta até 3 pessoas. Uma cama de casal e um colchão que vira puff muito confortáveis. Ambiente pequeno, porém muito aconchegante. Com ar condicionado e tudo o que for necessário para uma ótima estadia. Para você que quer pagar um preço camarada e aproveitar uma praia, este é o seu lugar!",1.00,1.00,1.00,Espaço inteiro: apartamento,233.43,242,56490.00,-27.09,-48.61
40224344,Apto para temporada em Meia Praia ed. frente mar,"Apartamento para locação de temporada,  prédio frente mar, apartamento lateral de frente para rua com ampla vista para mar. - Localizado no centro da Meia Praia, - Prédio frente mar, - Ampla sacada com churrasqueira, - 1 vaga de garagem privativa. - Elevador - Internet WI-FI",2.00,3.00,3.00,Espaço inteiro: apartamento,548.06,103,56450.00,-27.13,-48.60
46394467,CENTRO DE MEIA PRAIA COM 02 QUARTOS (AL057),"Apto em sobrado, no piso superior, com 02 quartos e 01 banheiro, sala, cozinha e área de serviço com churrasqueira. 01 quarto com ar condicionado e 01 com ventilador de teto. Localização central em Meia Praia, perto de tudo e cerca de 250 m da praia. 01 vaga de garagem rotativa.",1.00,2.00,3.00,Espaço inteiro: apartamento,262.66,214,56210.00,-27.13,-48.60
39743679,2 DORMITÓRIOS QUADRA DO MAR ITAPEMA,"RUA DO MC DONALD'S. REGIÃO CENTRAL DE MEIA PRAIA. 40 METROS DO MAR. RUA 251. 2 DORMITÓRIOS SENDO 1 SUÍTE. DORMITÓRIOS COM AR CONDICIONADO. SALA DE ESTAR E JANTAR. COZINHA, ÁREA DE SERVIÇO. SACADA COM CHURRASQUEIRA. INTERNET. SACADA COM VISTA PARA O MAR PRÓXIMO AO SHOPPING RUSSI& RUSSI.",2.00,2.00,2.00,Espaço inteiro: apartamento,608.70,92,56000.00,-27.13,-48.60
573122310094338767,Amplo apto c/ vista p/ mar e duas vagas de garagem,"Sua família vai estar perto de tudo neste apto com vista para o mar, na Meia Praia, a 100 metros do mar e com duas vagas de garagem fechadas.  1 suíte e 2 demi suítes, lavabo, cozinha integrada com as salas e sacada fechada com churrasqueira. Wi-fi, ar condicionado, TV. Cozinha equipada com eletrodomésticos, louças e utensílios em geral. Lavanderia com máquina de lavar.",2.00,3.00,3.00,Espaço inteiro: apartamento,482.07,116,55920.00,-27.13,-48.60
22280693,Casa um dormitório próximo a  praia - Mar Doce Lar,"Criamos este studio para que seja uma agradável estadia em nossa linda cidade!  Acomoda até 4 pessoas em uma região bem localizada, Perto de supermercado, farmácia, fácil acesso as melhores praias da região  2 ambientes com banheiro, cozinha, wifi de 77 Mbps e ótima infraestrutura.  Localizado em uma rua sem saída, tranquila você ficará hospedado à apenas 5 minutos da praia.  Seja bem-vindo a Itapema!",1.00,1.00,3.00,Espaço inteiro: apartamento,136.06,409,55650.00,-27.09,-48.61
679166677359467385,Frente mar primeiro andar acesso exclusivo praia,"Sua Familia e seus amigos poderão desfrutar deste apartamento ""pé na areia"", frente mar no primeiro andar com toda a segurança e comodidade de acesso exclusivo pra praia!",2.00,3.00,4.00,Espaço inteiro: apartamento,1158.81,48,55623.00,-27.13,-48.59
767303976773437303,Apartamento 3 suítes,"APARTAMENTO 3 SUÍTES COM 2 VAGAS  PERTO DE MC DONALT'S , BURGUER KING, ANGELONI... ETC  Abrace a simplicidade neste lugar tranquilo e bem-localizado.",3.00,3.00,3.00,Espaço inteiro: apartamento,1390.38,40,55615.00,-27.13,-48.60
30693158,Apartamento 1 quarto Praia do Perequê SC,"Piso superior de sobrado. Lugar tranquilo e aconchegante. Ventilado e arejado. Perfeito para  casais. Apartamento 1 quarto. Ar condicionado, banheiro, cozinha e área de serviço. Semi Mobiliado e equipado. W-fi. Espaço independente.",1.00,1.00,1.00,Espaço inteiro: apartamento,203.70,273,55610.00,-27.15,-48.58
42138941,Vista para o mar no melhor lugar de Meia Praia!,"Apartamento próximo ao mar,  na melhor localização de Meia Praia, perfeito para suas férias! Dois quartos, sendo uma suíte, equipados com ar condicionado. Sacada com vista para o mar, cozinha completa, vaga coberta de garagem. Próximo a mercado, farmácias e entretenimento.",2.00,2.00,3.00,Espaço inteiro: apartamento,314.12,177,55600.00,-27.13,-48.60
610155932497817911,(102) Romântico e funcional. Perto do mar.,"Apartamento totalmente reformado no condomínio Tropical Itapema.   O local é tranquilo, bem localizado, prático e, principalmente, com ótimo acabamento, decoração e mobília.   Fica a 300 metros do mar, 200 metros do acesso à BR 101 e 1800 metros do restaurante Indaiá.   Possui cozinha completa, ar condicionado nos 2 quartos, sacada na sala e sacado no quarto do casal.",1.00,2.00,2.00,Espaço inteiro: apartamento,175.34,317,55584.00,-27.09,-48.61
52474050,Apartamento no coração da Meia Praia,"Sua família vai estar perto de tudo ao ficar neste lugar bem localizado, num apartamento com ar-condicionado split na suíte e no quarto (quente e frio), HDTV de 43"" com Netflix e TV a cabo com mais de 120 canais, internet wifi de 125 Mbps, sacada com churrasqueira e garagem para até 2 veículos grandes.",2.00,2.00,5.00,Espaço inteiro: apartamento,106.83,520,55550.00,-27.13,-48.61
31741842,Casa do Amilton,nan,2.00,3.00,5.00,Espaço inteiro: casa,553.00,100,55300.00,-27.16,-48.58
45757663,Cobertura (404)  enorme 04 dorm. na Beira Mar,"Cobertura enorme (mesmo), com 4 quartos no andar de baixo, mais um salão espaçoso no andar de cima com 1 cama de casal + 2 de solteiro, que também podem ser usados como sofá. Localizado em prédio na beira da praia, com acesso direto para a praia e com vista lateral para o mar, pé na areia. O prédio conta com um amplo pátio gramado e cercado, que dá para a praia; perfeito para aproveitar o fim de tarde. Excelente localização, perto de todo o comércio e próximo ao centro. Prédio com elevador.",3.00,5.00,9.00,Espaço inteiro: apartamento,845.54,65,54960.00,-27.11,-48.61
47534033,Suíte 01,Abrace a simplicidade neste lugar tranquilo e bem-localizado.,1.00,1.00,1.00,Quarto inteiro em casa,150.99,363,54810.00,-27.16,-48.57
21108789,Apartamento aconchegante com vista para o mar!,"Excelente apartamento em Meia Praia - Itapema/SC. Quadra-mar, sacadas com visão completa do mar.  O ambiente é muito prático e com boa infra-estrutura para desfrutar de bons momentos e férias a beira-mar de uma das praias que mais cresce no litoral norte de Santa Catarina.  O apartamento conta com uma suíte para casais, quarto com 2 camas e mais um colchão, cozinha completa, máquina de lavar roupas, TV, WiFi",2.00,2.00,3.00,Espaço inteiro: apartamento,344.34,159,54750.00,-27.12,-48.61
51975323,"3 SUÍTES, BELÍSSIMO, MEIA PRAIA - TEMPORADA VERÃO","3 SUÍTES, BELÍSSIMO, MEIA PRAIA - TEMPORADA VERÃO EXCELENTE LOCALIZAÇÃO. PRÓXIMO AO SUPERMERCADO OFERTÃO. PRÓXIMO CHURRASCARIA COSTELAÇO DO TONHO. PERTINHO DA FECCAT FEIRA DE CALÇADOS.  3 SUÍTES. SUÍTES COM AR CONDICIONADO. LIVING EM DOIS AMBIENTES. LIVING INTEGRADO COM CHURRASQUEIRA. COZINHA, LAVABO, ÁREA DE SERVIÇO. 2 VAGAS DE GARAGEM. SUA FAMÍLIA MERECE O MELHOR.",3.00,3.00,5.00,Espaço inteiro: apartamento,940.52,58,54550.00,-27.14,-48.60
747114691595591344,Apartamento frente mar,"Apartamento contém : * 3 Dormitórios sendo 1 Suíte * 1 vaga de garagem * Wi-fi * TV com vários canais  (esporte,novela e etc) * Ar - condicionado nos 3 quartos  * pedimos sempre que traguem Roupa de cama,Travesseiro,Lençol e etc.",2.00,3.00,3.00,Espaço inteiro: apartamento,591.09,92,54380.00,-27.11,-48.61
52561690,Apartamento 100mts da praia com wifi,nan,1.00,3.00,3.00,Espaço inteiro: condomínio,216.43,251,54325.00,-27.09,-48.61
638192656148242663,Apartamento encantador a 100MTS do mar,"Relaxe neste lugar único e tranquilo! Ótimo apartamento completo três dormitórios com ar condicionado, sala, cozinha completa, máquina de lavar, próximo a praia 100mt apenas, próximo a todos os tipos de comércios locais muito bem localizado podendo fazer tudo a pé, vaga de garagem privativa. O apartamento conta com churrasqueira.",2.00,3.00,4.00,Espaço inteiro: apartamento,584.04,93,54316.00,-27.13,-48.60
41595813,Apto frente ao mar em Meia Praia.,"Vista maravilhosa!  Pé na areia!  Mercado e farmácia a uma quadra.  Apartamento bem ventilado e agradável!  Decoração simples e aconchegante! Bem localizado em Meia Praia, segundo andar, vaga dupla de garagem, ar condicionado nos três quartos de casal, persianas. Acomoda até 8 pessoas, sendo que duas terão que dormir na sala. Ideal para 6 pessoas.  Cozinha e lavanderia completas.   Check in as 14h e check out as 9h.",2.00,3.00,4.00,Espaço inteiro: condomínio,833.42,65,54172.00,-27.13,-48.60
48954184,"BEIRA MAR PALACE, 4 suítes - 20 mts da PRAIA","Apto conta com 4 suites,1 lavabo, 3 vagas de garagens, ótima localização, próximo a supermercados, padarias, farmácias, shoppings e a 20 mts da praia",4.00,4.00,9.00,Espaço inteiro: apartamento,1850.00,29,53650.00,-27.13,-48.60
748931423156857848,Desfrute o melhor da vida em Meia-praia (Suíte 2),"Ótimo apartamento no coração de Itapema! Próximo a lojas, shopping, mercado, bares e restaurantes, fica apenas 350m do mar. Apartamento bem equipado com cozinha e lavanderia completas (lava e seca, lava-louças, forno, microondas, fogão com coifa, espetos, frigobar e demais equipamentos). Aquecimento a gás nas suítes. Tv a cabo e internet em todos os cômodos. Vaga de garagem, rua tranquila. Apartamento novo e com muito conforto!!",1.00,1.00,1.00,Espaço inteiro: apartamento,140.68,381,53598.00,-27.13,-48.61
46098049,Apartamento  em Itapema,"Apartamento bem equipado, para melhor conforto de todos. Aconchegante e quem vai sempre quer voltar... próximo à praia e comércio por se localizar no centro de itapema.  Possui: -AR condicionado em todos os quartos.  -TV -WI-FI  -Máquina de lavar roupa. -Fogão  -Geladeira  -Frigobar na varanda  -Forno -Microondas  -Água filtrada  -Sanduicheira   O apartamento fica a 150 mts da praia do canto de itapema.  Localizado no quarto andar, e NÃO possui elevador.  Possui somente 1 vaga na garagem.",2.00,3.00,6.00,Espaço inteiro: apartamento,570.00,94,53580.00,-27.09,-48.61
49369605,Apartamento quadra mar,"Apartamento quadra mar. +ou- 130m da praia.Com 3 quartos com ar condicionado  e 2 banheiro.  ( Uma suíte com uma  cama de casal e uma cama de solteiro. 1 quarto com uma cama de casal mais uma beliche dupla  outro quarto 2 beliches duplas).cozinha com todos os utensílios . Tv 40"" via satélite.  internet  100 mb . sacada com  churrasqueira.Rede de proteção na sacada e janelas. Uma  vaga de garagem rotativa.Obs: apto é  de fundos no terceiro andar .Não tem elevador. Perto de mercado e restaurante",2.00,3.00,,Espaço inteiro: apartamento,191.97,279,53560.00,-27.14,-48.59
38103386,Residencial novo amplo com total conforto,"Decoração moderna bem iluminada com cozinha planejada, sofá branco ao couro, Sacada com espaço amplo e churrasqueira.  O bairro Perequê é tranquilo,  com acesso ao terminal rodoviário de Porto Belo e ao lado de Itapema, acessível a diversos pontos demonstrados nas imagens citadas . A interação com os hóspedes funcionará através de email, Whatsapp, pessoalmente e o que for mais acessível.",2.00,3.00,6.00,Espaço inteiro: apartamento,695.43,77,53548.00,-27.15,-48.57
770815676936926798,Lindo Apartamento na Praia,"Locação Temporada em Itapema - Santa Catarina Relaxe com toda a sua família neste apartamento com 3 quartos. Imóvel possui Ar condicionado na Suíte + 01 quarto e na sala principal. Todos os quartos com ventiladores de teto. Dois banheiros sendo 1 no corredor, sala, cozinha, churrasqueira na Sacada e vaga de garagem privativa Apartamento a 120m da areia da Praia o que dá 5 minuto a pé. Fica no coração da Meia Praia e você ficará perto de tudo que precisa para ter bons momentos de Lazer e descanso",1.00,3.00,3.00,Espaço inteiro: apartamento,500.00,107,53500.00,-27.13,-48.61
53169136,APTO 02 | 350m do mar | Centro | 8 pessoas,"Apartamento ideal para famílias que querem ficar bem localizados na melhor cidade do litoral catarinense, apartamentos completos com 3 quartos, comportando até 8 pessoas, ficando apenas 350 metros da praia central e a pouquíssimos metros da Praça da Paz, maior símbolo da cidade. Sua varanda tem acesso amplo a principal avenida da cidade e também a Praça da Paz.",2.00,3.00,0.00,Espaço inteiro: apartamento,383.56,139,53315.00,-27.10,-48.62
31397917,"Kit net,conforto,segurança ,Meia Praia Itapema","Kitnet bem equipado, na Meia Praia Itapema próximo ao Shopping Russi Russi a 700 M da praia bairro Meia Praia o   localizado na Rua 248 ,próximo a bares restaurantes Shopping ,lojas farmácias entre outros... um quarto com ar condicionado,  banheiro e cozinha, com ar condicionado ,wi-fi utensílios domésticos.. kitnet fica no piso superior 15 lance de escadas. Não há vaga para garagem dentro do imóvel fica na frente possui câmera de monitoramento na rua ou a 300 m tem estacionamento .aproveitem",1.00,1.00,1.00,Espaço inteiro: apartamento,148.23,359,53215.00,-27.13,-48.61
762222087085320918,Apartamento frente mar,"Sua família vai estar perto do mar ao ficar neste lugar bem-localizado. Em Meia Praia, excelente localização, andar alto 4 dormitorios churrasqueira na sacada vaga de garagem.",5.00,4.00,4.00,Espaço inteiro: apartamento,2212.08,24,53090.00,-27.14,-48.60
20564012,Apto bem equipado a 50m do Mar,"Belo apartamento a menos de meia quadra da praia central de Itapema. Localização tranquila e agradável. Apartamento reformado, muito bem equipado, cozinha completa, TV, ar condicionado quente e frio, sacada com churrasqueira, garagem. Espaço completo!",1.00,1.00,1.00,Espaço inteiro: apartamento,125.50,420,52710.00,-27.10,-48.62
42040998,ÓTIMO apartamento quadra do mar Itapema,"apartamento  bem arejado, bastante luz natural, aconchegante com ótima localização, próximo a restaurantes, bares, lojas e PRINCIPALMENTE DA PRAIA!",2.00,2.00,4.00,Espaço inteiro: apartamento,478.76,110,52664.00,-27.13,-48.60
54370123,"Quadra Mar, perto calçadão da beira mar, bares",Apartamento aconchegante na quadra do mar em Itapema Meia Praia composto por uma suíte mais 1 dormitório uma vaga de garagem rotativa e sacada com churrasqueira a carvão. Localização privilegiada sem precisar usar o carro.,2.00,2.00,3.00,Espaço inteiro: apartamento,344.12,153,52650.00,-27.14,-48.59
53796581,Lindo Apartamento a 50 m da praia com 4 quartos!!,"Lindo Apartamento de 137 m², com 4 suítes, todas com uma cama de casal, uma cama de solteiro, ar condicionado e banheiro, sala de jantar com ar condicionado, cozinha e área de serviço completas (com utensílios), sacada com churrasqueira, 2 vagas de garagem frontais.",4.00,4.00,8.00,Espaço inteiro: apartamento,1315.00,40,52600.00,-27.12,-48.61
32223177,Casa de férias Porto Belo SC - Sobrado Apto Térreo,"🏖️ Praia Perequê Porto Belo -SC ☀️  🏖 Sim , temos hospedagem á 80 metros da praia 🌊 , podendo ir e vir a hora que quiser , ✳️ a pé, ✳️sem trânsito, ✳️ sem gastar com estacionamento.  🛒🛍️ Comércio em geral próximo , mercados , restaurantes , panificadoras , farmácias , entre outros. ✅ Porto belo Possui a Praia do Perequê, a Ilha de Porto Belo, Praia Centra",1.00,2.00,5.00,Espaço inteiro: apartamento,175.03,300,52510.00,-27.16,-48.57
21408639,Apto frente p/ mar praia de Perequê/Porto Belo SC,"Casa completa, pronta para estadia, restaurantes perto, pizzaria na frente, loja de conveniências ao lado, praia a 50 metros , praia de enseada, mar calmo, vista privilegiada para o mar, nascer do sol bonito, churrasqueira de frente para o mar, sacada com proteção/vidro, garagem individual coberta",2.00,2.00,4.00,Espaço inteiro: apartamento,535.61,98,52490.00,-27.15,-48.58
52370303,RB. Apartamento 2 Suítes 2 Vagas 2 Elevadores.,2 suítes. 2 Vagas 2 Camas casal. 2 Elevadores  Sofá retrátil  Mais 1 colchão solteiro.   Máximo 6 pessoas total.,1.00,,2.00,Espaço inteiro: apartamento,623.57,84,52380.00,-27.12,-48.61
21091876,Lugar perfeito para temporada em Meia Praia - SC!,"Este ap em Meia Praia, Itapema SC, é perfeito para quem viaja com a família e quer conforto e um lugar  MUITO bem cuidado para passar uma temporada na praia. Minha mãe mora aqui fora de temporada e tudo é cuidado com carinho.   Todo equipado com tudo que uma casa tem direito: chuveiro a gás delicioso, camas confortáveis, sofá grande, tv, uma sacada gostosa, cozinha completa, ar condicionado em todos os comodos e a menos de duas quadras da praia, na Rua 208.",2.00,3.00,3.00,Espaço inteiro: apartamento,594.32,88,52300.00,-27.12,-48.61
44165747,"LINDO APTO 2 DORM, GAR P/2 CARROS, CENTRO M. PRAIA","2 DORMITÓRIOS COM AR,  GARAGEM PARA 2 AUTOMÓVEIS, REGIÃO CENTRAL DE MEIA PRAIA, PERTINHO DA ITAPANI, MOBÍLIA SOB MEDIDA.",2.00,2.00,3.00,Espaço inteiro: apartamento,607.91,86,52280.00,-27.14,-48.60
734843676958831992,"Pé na areia, excelente localização, completo","Edificio beira mar, pé na areia, excelente localização, proximo à restaurantes, supermercado, farmácia, parquinho, calçadão e comercio em geral. Apartamento completo, com cozinha equipada, ar condicionado em todos os ambientes, 2 suites, em excelentes condições.",2.00,2.00,3.00,Espaço inteiro: apartamento,454.61,115,52280.00,-27.12,-48.60
48378774,Cobertura frente mar,O Apto é de frente para a praia possuindo wi-fi grátis bem como estacionamento para um automóvel.,2.00,3.00,4.00,Espaço inteiro: apartamento,465.18,112,52100.00,-27.15,-48.57
644092775464345965,"APARTAMENTO QUADRA MAR, COM 4 QUARTOS, 2 SUÍTES",Leve toda a família a este ótimo lugar com muito espaço para se divertir.,3.00,4.00,6.00,Espaço inteiro: apartamento,1155.56,45,52000.00,-27.14,-48.59
16566726,Apartamento FRENTE MAR em Itapema,Apartamento amplo de frente para o mar na praia de Itapema com varanda e churrasqueira.,3.00,4.00,5.00,Espaço inteiro: apartamento,1300.00,40,52000.00,-27.10,-48.61
47996620,Praia de Pereque a menos de 100 metros do mar,"Casa térrea a 80 metros do mar, com 3 dormitórios sendo uma suíte, mais um banheiro, cozinha, sala de jantar, ampla sala de TV, área de serviços com maquina de lavar, garagem coberta para 2 carros, churrasqueira. Refrigerador, Freezer, microondas, ar-condicionado em todos os dormitórios, casa bem completa. Feriados e datas festivas consultar valores e pacotes. OBS: Para os meses de dezembro, janeiro e fevereiro temos quantidade minima de dias, favor consultar.",2.00,3.00,9.00,Espaço inteiro: casa,400.00,130,52000.00,-27.15,-48.58
709245197514952702,Área externa ampla com churrasqueira vista mar,Desfrute com sua família ou amigos este apartamento conforável com terraço amplo e churrasqueira com vista para o mar a apenas 60 metros da praia.,2.00,3.00,6.00,Espaço inteiro: apartamento,944.04,55,51922.00,-27.14,-48.59
18287935,"Pousada perto da praia com piscina, café da manhã","DESCRIÇÃO DO QUARTO: - Cama casal  - Cama Solteiro - TV com canais streaming - Ar-condicionado - Frigobar - Banheiro - Wi-Fi - Estacionamento -Café da manhã,  -Serviço de camareira(roupa de cama e banho),  -Limpeza diária Obs: espaço com entrada independente, todo privativo  ÁREA DE LAZER:  - Piscina adulto/infantil - Piscina de hidromassagem - Espaço gourmet(mediante reserva + taxa extra) - Academia - Sala de jogos - Playground - Cozinha equipada Obs: espaço externo compartilhado",1.00,1.00,2.00,Quarto inteiro em pousada,190.66,272,51860.00,-27.09,-48.61
42704327,Apartamento Frente ao Mar Centro,"Apartamento Amplo, de Frente ao Mar, com tres suites, completo para seu bem estar, seja de ferias como a trabalho, be localizado no centro de Itapema.",3.00,3.00,5.00,Espaço inteiro: apartamento,924.52,56,51773.00,-27.10,-48.61
15934309,Apto Beira Mar Vista lateral Mar frente Rua - Bl B,"Meu espaço é perto de restaurantes, lanchonetes, praia, atividades para famílias, compras,  vida noturna, shopping, calçadão, ciclovia e transporte público. Você vai amar meu espaço por causa do bairro, a iluminação, a cama confortável, a cozinha e o aconchego. Meu espaço é bom para casais, aventuras individuais, viajantes de negócios, famílias (com crianças), grandes grupos e amigos peludos (animais de estimação).  Possui a melhor localização da cidade.",2.00,3.00,3.00,Espaço inteiro: apartamento,848.69,61,51770.00,-27.13,-48.60
42832318,CASA 3 -  3 SUITES,"Casa 3 Azul - Diego Marcelo  3 dormitórios, sendo todo suites, ideal para até 10 pessoas. Cozinha, 3 Banheiros completos 3 ar condicionado  Internet wi-fi  Area de lazer com piscina coletiva  700 metros da praia  Vaga para um para automóvel de passeio",3.00,3.00,5.00,Espaço inteiro: casa,516.61,100,51661.00,-27.12,-48.61
42297688,Conforto em Apto Amplo pertinho do Mar.,Otimo. climatizado e super arejado. higienização profissional.  tudo é preparado com muito carinho e atenção.,2.00,3.00,8.00,Espaço inteiro: apartamento,441.20,117,51620.00,-27.14,-48.60
52874992,LINDO APTO COM 5 SUÍTES A POUCOS METROS DO MAR!!,"Sua família vai estar perto de tudo ao ficar neste lugar. Melhor localização de Meia Praia, 80 metros da Avenida principal e 150 metros da praia. 04 Suítes + um quarto com banheiro todos com ar condicionado + 01 ar na sala, 3  amplas Vagas de garagem no nível da rua para SUV ou Camionetas,  cozinha com forno elétrico, micro ondas, aquecimento a gás. Churrasqueira na sacada, cozinha ampla, espaço gourmet!!",5.00,5.00,5.00,Espaço inteiro: apartamento,1514.12,34,51480.00,-27.13,-48.61
31984654,"Quarto studio, individual, Meia Praia, Itapema, SC","É um quarto com banheiro e cozinha, com entrada independente.",1.00,1.00,1.00,Microcasa,133.27,386,51444.00,-27.14,-48.60
