ad_id,ad_name,ad_description,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,average_price,number_rented,revenue,latitude,longitude
36134162,Apartamento frente para o Mar,"Vista para o mar, de frente para avenida principal, próximo de mercado, restaurantes, shopping center, bares, farmácia, bancos. Pode ser feito tudo a pé na cidade.",3.00,3.00,3.00,Espaço inteiro: apartamento,404.13,346,139830.00,-27.12,-48.61
40971559,Lindo Apto com vista para o Mar em Meia Praia,"Lindo apartamento, com vista total para o mar e de frente para a avenida, no coração de Meia Praia, duas quadras de Shoppings e bares, 100 metros da praia, duas vaga de garagem, com mobília e eletrônicos excelentes.",2.00,3.00,5.00,Espaço inteiro: apartamento,363.86,383,139360.00,-27.13,-48.60
35481220,Meia Praia/ Amplo e Aconchegante/100% Climatizado,"O AP é bem completo pois moramos nele. Todos os ambientes climatizados, internet legal, TV 42 polegadas na sala, possui aparelho HTV que através da internet pega vários canais, possui máquina de lavar roupa nova, microondas, cafeteira.",3.00,2.00,2.00,Espaço inteiro: apartamento,541.95,257,139282.00,-27.14,-48.59
54245203,Apartamento 02 Suítes - Meia Praia,"Apartamento em Meia Praia, Itapema - SC Segunda quadra do mar 02 Suítes + Lavabo (Há uma terceira suíte que será mantida fechada) Possibilidade de dois colchões de solteiro Ar condicionado em todos os quartos Churrasqueira e Cervejeira Estacionamento para 02 veículos",2.00,2.00,3.00,Espaço inteiro: apartamento,587.34,237,139200.00,-27.14,-48.60
563679364512422950,Apartamento de praia com gostinho de casa !,"Acomodação agradável e perto do mar! Rua 316 Meia-praia. Apartamento espaçoso, seguro, arejado e limpo! Lugar perto de mercados, restaurantes e farmácias. 200 metros da praia, 8 minutos da praia de Perequê/Porto Belo.",2.00,2.00,4.00,Espaço inteiro: apartamento,338.27,411,139029.00,-27.14,-48.60
42901905,Paraíso do Estaleirinho - Balneário Camboriú 2,"06 apartamentos, 3 térreos e 3 superiores, cozinha completa varanda com churrasqueira individual.=> 06 a 08 pessoas Situada nas famosas Praias Agrestes de Balneário Camboriú, na rota da Interpraias, Está a 10 km de Balneário Camboriú, 1,2 km do acesso a BR 101. Localiza-se a 80 metros da Praia, contemplada com a qualificação do Programa Bandeira Azul,  o qual preenche requisitos rigorosos para oferecer a qualidade, segurança de acesso e beleza incomparáveis.",1.00,2.00,5.00,Espaço inteiro: condomínio,445.35,312,138948.00,-27.05,-48.59
23087456,Apto Novo em Meia Praia Itapema - SC,"Apartamento novo, primeira temporada de locação a menos de 200 metros do mar e 15 minutos a pé do centrinho de Meia Praia, local tranquilo,perto de restaurante, supermercado e posto de combustível, das saídas das praias de Bombinhas, Mariscal, Porto Belo e outras, duas vagas de garagem, elevador,churrasqueira,todos ambientes climatizados, maquina de lavar roupas, microondas, torradeira, liquidificador, cafeteira, bebedouro elétrico, TV com antena sky, internet WiFi. Alugue e sinta se em casa.",2.00,2.00,5.00,Espaço inteiro: apartamento,423.88,327,138610.00,-27.14,-48.59
676084901324164489,"PARA TODA FAMÍLIA, 800 METROS DA PRAIA","Curta com sua família, em um espaço aconchegante e grande!",3.00,3.00,3.00,Espaço inteiro: apartamento,513.37,270,138609.00,-27.14,-48.60
552771331403575384,Férias no coração de Meia Praia,"Venha passar suas férias  em um lugar aconchegante, a apenas duas quadras do ponto mais movimentado de Meia Praia, próximo aos shoppings, mercados, farmácia e a 3 quadras da praia.  Apartamento completo com dois quartos, sendo uma suíte, equipado com TV Smart, ar condicionado e sacada com churrasqueira.",2.00,2.00,2.00,Espaço inteiro: apartamento,581.22,238,138330.00,-27.13,-48.61
40154354,Casa para temporada - ótima localização em Itapema,"Casa individual, com garagem para 3 carros. Ótima localização no centro de Itapema, próxima Praça da paz.",3.00,4.00,9.00,Espaço inteiro: casa,350.00,394,137900.00,-27.10,-48.62
46048925,Apartamento com 3 suítes a 100m do mar,"Apto amplo com 3 suítes, um lavabo, sacada c/ churrasqueira, sala com TV smart e sky, sala de jantar, lavanderia e cozinha completas. Elevador, Wi-Fi e rede de proteção nas janelas. Ar condicionado em dois quartos, ambientes bem arejados. Uma vaga de garagem e box de praia. Moramos no apto ao longo do ano, então ele é todo equipado.  Em uma das melhores praias do litoral norte catarinense - Itapema, que fica entre a agitada Balneário Camboriú e as paradisíacas praias de Bombinhas.",3.00,3.00,4.00,Espaço inteiro: apartamento,512.53,269,137870.00,-27.14,-48.59
755596270451710361,"Suíte+quarto aconchegante, a 50 metros da Praia.","De frente para Praia do centro de Itapema - Sc. Apto com vista do mar. Suite com banheiro privativo, mais um quarto com banheiro separado mas privativo só não fica dentro do quarto. Área de churrasqueira e sala de tv. Apto cobertura, terraço grande. Cobertura compartilhada, tem animais. Gato e cachorro mas fica em áreas separadas.",2.00,2.00,4.00,Quarto inteiro em apartamento,668.93,206,137800.00,-27.10,-48.61
49948623,"Apartamento Paraiso Porto Belo, Porto Belo - SC","Desfrute e divirta-se com toda a sua família, amigos ou casal nesta acomodação tranquila à beira mar da praia de Porto Belo.  A Paraíso Porto Belo é um apartamento que fica apenas uma quadra de distância da orla da praia, e traz consigo segurança e conforto para uma estadia tranquila e revigorante.  Próximo de praias como Bombinhas, Caixa D'aço e Meia Praia, você poderá conhecer uma diversidade de belos lugares sem precisar percorrer grandes distâncias.",2.00,2.00,4.00,Espaço inteiro: apartamento,456.15,302,137758.00,-27.15,-48.57
44256985,Suas férias  na praia,nan,2.00,2.00,3.00,Espaço inteiro: condomínio,453.12,304,137750.00,-27.12,-48.62
39810809,"Apartamento em Itapema, 2qt, 70mt da praia","Apartamento próximo de mercados, churrascarias, restaurante na esquina, pizzarias, farmácia. Muito próximo da praia, apenas 70mt, roupa de cama e banho fica por conta do hóspede.",2.00,2.00,4.00,Espaço inteiro: apartamento,828.92,166,137600.00,-27.14,-48.59
31333893,Sossego vista para o mar 130 metros da areia,nan,2.00,3.00,3.00,Espaço inteiro: apartamento,509.37,270,137530.00,-27.16,-48.58
40969000,"Apartamento Frente ao Mar, pé na areia","Apartamento Frente ao Mar, Pé na Areia!",2.00,3.00,3.00,Espaço inteiro: apartamento,356.95,385,137426.00,-27.11,-48.61
32697747,Apartamento pertinho do mar em Meia Praia,"Apartamento situado há apenas uma quadra do mar. Excelente localização no coração de meia praia em Itapema, próximo de comércios (farmácia, mercado, padaria 24 horas).  Dispõe de Wi-Fi  e televisão a cabo com mais de 190 canais. Apartamento super aconchegante, muito bem equipado para seu conforto. Para você que tem crianças, dispõe de rede de proteção na sacada e em todas janelas. Tem uma garagem muito acessível. Dispõe de elevador e sacada com churrasqueira. Fica na Rua 286, n 74.",2.00,2.00,2.00,Espaço inteiro: apartamento,400.60,342,137005.00,-27.13,-48.60
16321793,Apartamento amplo com vista para o mar Meia Praia,"→ Apartamento espaçoso no último andar, arejado, com vista para o mar. 1 suíte + 2 quartos, todos com ar-condicionado, colchões e travesseiros com capas modelo hospitalar. → Distante 150m do mar, na melhor área de Meia Praia. Mar calmo. Praia tranquila com guarda-vidas, ideal para famílias.    Com roupa de cama e banho. → Próximo a supermercados, farmácias, padarias e restaurantes. → Garagem fechada  para 2 carros de passeio ou 1 caminhonete. → Wifi grátis. → Aceita Pets",2.00,3.00,5.00,Espaço inteiro: apartamento,404.57,338,136744.00,-27.14,-48.59
46334353,Apartamento Frente Avenida e 40 metros até o mar,"Edifício de frente para avenida principal da cidade (Av. Nereu Ramos) e com ampla vista panorâmica para a praia e o mar. Distante apenas 40 metros até a praia. Apartamento SUPER decorado, iluminado e ventilado (todas as suítes + sala com ventilador de teto e AC). O apartamento dispõe de 02 vagas individuais, 02 elevadores de acesso, lava pés para banhista, TV a cabo completa, forno, micro-ondas, geladeira duplex, máquina de  lavar e secar.  Faça tudo a pé durante a sua estadia.",4.00,3.00,3.00,Espaço inteiro: apartamento,862.60,158,136291.00,-27.12,-48.61
27704027,Aluguel Apto Itapema 80 metros do mar!,"Ótimo apartamento em Itapema localizado próximo a concha acústica, quadra do mar com três quartos (1 suíte) e três banheiros. Conta com amplo espaço, sendo duas varandas na cobertura para confraternização. Possui wi-fi e BTV( nas duas TVs). Há também 1(uma) vaga privativa de garagem e box privativo para colocar cadeiras de praia, guarda sol e pranchas.",3.00,3.00,8.00,Espaço inteiro: apartamento,476.40,286,136250.00,-27.10,-48.61
53216869,Casa com piscina próximo ao mar,"Rua tranquila, cerca de 3 quadras do Mar. Venha desfrutar de ótimos momentos com sua família! Um lugar perto de tudo, muito bem-localizado, de fácil acesso à praia e a Balneário Camboriú!!!",3.00,3.00,4.00,Espaço inteiro: casa,402.55,337,135660.00,-27.09,-48.61
639216644351145145,Cobertura com 5 Suítes,"Cobertura com 5 suítes, elevador interno, churrasqueira e amplo terraço.",5.00,5.00,6.00,Espaço inteiro: apartamento,1093.95,124,135650.00,-27.13,-48.60
744316645679535513,"Lindo Apartamento, 3 suites, com vista Mar","Leve sua família para passar dias incríveis na linda praia de Itapema-SC. Este apartamento, possui uma modesta vista do mar e esta localizado  a menos de 100m da praia. Possui espaço gourmet aconchegante, sala de estar e 3 espaçosas suítes. Além de próximo da praia, estará no centro da meia praia, junto a excelentes reataurantes, sorveteria, farmácias, supermermercados e comércio em geral.",3.00,3.00,4.00,Espaço inteiro: apartamento,507.64,267,135540.00,-27.14,-48.59
734666537202650139,Apartamento 2 quartos Pé na Areia em Meia Praia,"Relaxe com toda a família neste apartamento pé na areia à 50 metros da praia! Lugar tranquilo e ao mesmo tempo perto de tudo em meia praia. Não precisa tirar o carro da garagem pra ir ao mercado, padaria, restaurantes, bares e diversos lugares frente mar.  Apartamento conta com sacada com churrasqueira com vista mar, utensílios e eletrodomésticos em geral, ar condicionado nos 2 quartos, banheiro completo, lavanderia, ducha na área externa e 1 vaga de garagem, apartamento completo!",1.00,2.00,3.00,Espaço inteiro: apartamento,825.85,164,135440.00,-27.14,-48.59
40583828,Belíssimo apartamento em meia praia,"O apartamento fica  a 120 metros da praia, perto de todo o comercio, com padaria 24 horas, farmácias, restaurantes, lojas de roupas e departamento,o apartamento esta muito bem mobiliado e com todo o cuidado do proprietário.",2.00,,4.00,Espaço inteiro: apartamento,407.53,332,135300.00,-27.14,-48.60
744922093220964412,Novíssimo apartamento para passar suas férias em Porto Belo - SC ao lado de MEIA PRAIA,"Apartamento excelente, pertíssimo da praia, podendo ir a pé. Ele conta com duas suítes, ambas com cama de casal e uma podendo der duas bicamos de solteiro.  Apartamento moderno com varanda com ampla vista da cidade, garantindo um lindíssimo por do sol para nossos hóspedes.  Sala com sofá cama, assim comprovante até 07 pessoa sem sua viagem de férias com a família,  Prédio recém finalizado e que conta com piscina, Spa, Sauna, brinquedoteca, sala de jogos.",2.00,2.00,4.00,Espaço inteiro: apartamento,413.76,327,135300.00,-27.15,-48.59
16017693,Apartamento 3 Suítes em Meia Praia,"Apartamento com 3 suítes a poucos metros da praia de Meia Praia e da Avenida principal , próximo ao shopping, lojas, mercados e padarias. Imóvel aconchegante e confortável, com suíte master, acomoda até 7 pessoas. Confortável e lindamente decorado, o apartamento é bem equipado, utensílios de cozinha, ampla sacada com churrasqueira, 2 vagas privativas de garagem, wifi, ar condicionado. Ideal para uma viagem em família, ou ainda, uma divertida viagem com amigos.",3.00,3.00,4.00,Espaço inteiro: apartamento,260.14,520,135274.00,-27.12,-48.61
26197944,"Vista do Mar,  180m/Praia,  R. 289","Quadra do mar a 180 m próximo da praia, rampas de acesso e elevador,  WI-FI 50 mega, SKY com telecine, garagem privativa, terceiro andar, frente ensolarada conforme foto tirada da sacada, churrasqueira, forno elétrico, microondas, máquina de lavar roupa, 2 cadeiras de praia e guarda-sol.",2.00,2.00,2.00,Espaço inteiro: apartamento,350.16,386,135162.00,-27.14,-48.59
36698654,Apto de alto padrão frente mar em Meia Praia - SC,"Apartamento de alto padrão de frente para o mar de Meia Praia, Itapema-SC com 4 suítes, lavabo, sala de estar, cozinha e sacada com churrasqueira e mesa de jantar!!",4.00,4.00,4.00,Espaço inteiro: apartamento,1434.26,94,134820.00,-27.12,-48.61
27248980,APTO ACONCHEGANTE EM ITAPEMA - VISTA MAR E MORRO,"Sejam bem Vindos! Apto novo, móveis sob medida, ambiente aconchegante, bem iluminado e ventilado, preparado para recepcionar os hospedes, com ampla vista para o mar e para o morro, a aproximadamente 1km da praia do centro - 13 min a pé, 5min de carro, e fácil acesso às saídas sentido Sul e Norte da BR 101. Suas proximidades possuem mercado, padaria e farmácia (todos na quadra em frente). Sintam-se em casa.",1.00,2.00,2.00,Espaço inteiro: apartamento,363.70,369,134205.00,-27.09,-48.63
31950848,Residencial Morada régia...3 sacadas.. wi fi.,"Maravilhoso.....apartamento em Itapema, Rua 268, Número 388 (Residencial Morada Régia). Duas quadras e meia da Praia de Meia-Praia. Apartamento reformado, arejado, iluminado e ensolarado, três sacadas...tres dormitórios ...sendo 1 suíte  (dois quartos com sacada, 1 colchão casal, mais a sala com sacada ampla). Ar-condicionado nos três quartos e na sala, além de ventiladores de teto. Televisor tela plana ...espassos amplos ...wi fi..elevador...garagem..churrasqueira na sacada...",2.00,3.00,3.00,Espaço inteiro: apartamento,467.56,287,134190.00,-27.13,-48.60
21295667,Aluguel Temporada - Apartamento Amplo,"Apartamento ideal para passar as férias em família, próximo a praia. Edifício com acessibilidade. Localizado na quadra do mar, cerca de 80 metros do mar, com vista para o mar e para avenida principal, em andar baixo.  Com comodidades de roupa de cama e banho.  Não deixe de apreciar as mais de 30 fotos do Apto.  Caso tenha alguma dificuldade ou duvida, temos sempre alguém pronto para auxilia-lo na sua estadia.",4.00,3.00,5.00,Espaço inteiro: apartamento,385.06,348,134000.00,-27.14,-48.60
52348108,Meia Praia/SC - Apartamento com VISTA PRO MAR!!,"Apartamento na melhor localização de Meia Praia, e a 100m do mar.  Desfrute de 2 dormitórios, suíte com cama box e excelente colchão,  ar split nos dormitórios, linda vista pro mar de todas as janelas.  Ótima Sacada com churrasqueira onde você contempla o mar, vaga de garagem privativa.  Acesso fácil a todo o comércio, iclusive a bancos, farmácias,  lojas Havan. Esqueça de suas preocupações neste lugar  tranquilo próximo de tudo. Para o período entre o Natal e Réveillon, o mínimo são 10 diárias.",2.00,2.00,3.00,Espaço inteiro: apartamento,393.75,339,133480.00,-27.12,-48.61
39331223,APARTAMENTO PÉ NA AREIA ! MELHOR LOCALIZAÇÃO !,LINDO AP EM MEIA PRAIA ! TODO CLIMATIZADO. APARTAMENTO PÉ NA AREIA !  SO ATRAVESSAR O CALÇADÃO .  UMA DAS MELHORES LOCALIZAÇÕES DE MEIA PRAIA.,2.00,3.00,7.00,Espaço inteiro: apartamento,634.33,210,133210.00,-27.13,-48.60
15810353,Apartamento em Perequê (Porto Belo),"Apartamento com 2 quartos localizado em rua tranquila  a 700m da praia, possui ar condicionado, estacionamento privativo e churrasqueira.  O ar condicionado foi instalado em 2019, por isso alguns comentarios mencionam a ausência de ar. Lembramos que o apartamento não possui internet.",1.00,2.00,2.00,Espaço inteiro: apartamento,401.20,332,133200.00,-27.15,-48.58
629724091250673746,Apto pé na areia vista mar em Meia Praia EVB308,"Apto confortável pé na areia e vista privilegiada em Meia Praia. Bom para tomar um café da manhã enquanto aprecia a bela vista, vale a pena tirar uma bela foto do pôr do sol. Perfeito para casais que querem relaxar e curtir momentos incríveis em um ambiente aconchegante.  IMPORTANTE: Para check-in após as 20h há cobrança adicional de taxa de conveniência, então é preciso consultar valores e forma de pagamento com o anfitrião :)",2.00,2.00,3.00,Espaço inteiro: apartamento,255.02,522,133118.00,-27.14,-48.59
51869457,Apartamento pé na areia :),"Olá :)  O apartamento fica na beira do mar. Tem uma vaga de garagem (porém não cabe caminhonete), churrasqueira na sacada e ar na suíte. No segundo quarto e na sala há ventiladores.  Fica próximo de mercados, padarias, bares...  Observação: Na virada de ano o mínimo de hospedagem são 7 diárias!!!  Obrigada ^-^",2.00,2.00,2.00,Espaço inteiro: apartamento,510.77,260,132800.00,-27.14,-48.59
599113560319545877,Anita AP 2 suítes 2 vagas Completo Meia Praia,"✨✨Residencial Anita ✨ ✨  📌 Meia Praia Rua 300 N 181 AP 502 Itapema SC.  ✅ 2 suítes   ✅ Capacidade 8 pessoas  ✅ Sacada com churrasqueira fechada em Reiki  ✅ Ar condicionado nos ambientes   ✅ Mobiliado   🚙 2 vagas de garagem   🏖 pertinho do Mar   Próximo ao novo Super mercado Kock  Taxa de Limpeza De R$ 200,00",3.00,2.00,2.00,Espaço inteiro: apartamento,397.31,334,132700.00,-27.14,-48.60
50085393,APARTAMENTO MEIA PRAIA COM LINDA VISTA PARA O MAR,"Apartamento localizado no coração de Meia Praia, rua 238 á 70 metros do Mar.  Próximo ao mercado Koch, Shopping Russi Russi, restaurantes e farmácias.   *3 quartos com ar, sendo uma suíte; * Salas e cozinha conceito aberto; * Cozinha completa com microondas e sanduicheira; * Lavanderia com máquina de lavar e ferro de passar; * Sacada ampla com churrasqueira e vista Mar; * Utensílios para churrasco; * Wi-fi grátis; * TV smart; * Elevador; * Garagem de fácil acesso; * Taxa de limpeza R$250,00.",2.00,3.00,4.00,Espaço inteiro: condomínio,350.88,377,132280.00,-27.13,-48.60
16049093,Próximo ao mar 2 quartos Remodelado,"Espaço recentemente remodelado cozinha completa sob medida,sala com televisor 50 tvacabo smartv , ar condicionado e Netflix,banheiro com ducha super evolution,1 quarto com cama de casal kingsize 2mx2m e tv 32 polegadas smartv Netflix e parabólica  ar-condicionado,1quarto cama de casal e uma beliche com Duas camas de solteiro ar-condicionado,se for solicitado posso buscar você na rodoviária ou no aeroporto sem nenhum custo",1.00,2.00,5.00,Espaço inteiro: apartamento,417.14,317,132234.00,-27.10,-48.62
735280699552478760,Amplo Quadra Mar Para Toda Família Meia Praia,"A 350 m da areia, diversão e tranquilidade para toda família. Apartamento com 3 quartos, todos com ar condicionado, (01 suíte), sala, cozinha, área gourmet com churrasqueira e muito espaço de recreação, 01 vaga de garagem privativa.",2.00,3.00,5.00,Espaço inteiro: apartamento,810.92,163,132180.00,-27.14,-48.59
41862633,Apartamento Cobertura Aconchegante na Praia,"Apto. tranquilo em Condomínio familiar. arejado e iluminado, próximo a tudo, mercados, padaria, posto de combustível, lanchonetes, sorveteria, conveniências, bares, Pizzarias, Pubs, food-trucks, farmácias, ônibus, ciclovia, oficinas/autopeças, lojas, Shoppings, imobiliárias, marinas. Acesso fácil à BR-101 saídas Sul e Norte de SC. Postos de saúde. Calçadão para caminhadas e bicicletas p/alugar na orla de Meia-Praia, a uns 500m. Ótimo local de base para passeios às praias vizinhas.",2.00,2.00,2.00,Espaço inteiro: apartamento,321.29,411,132050.00,-27.15,-48.59
756315688365997518,"Casa 2 quartos com ar cond. Wi-fi, tv smart.",Relaxe com toda a família nesta acomodação tranquila. Casa com 2 quartos sendo 1 suíte e banheiro social. Tv smart na sala e na suíte. Ar condicionado na sala e nos quartos. Wi-fi. Portão eletrônico e estacionamento no pátio para 1 veículo.,2.00,2.00,3.00,Espaço inteiro: casa,1200.00,110,132000.00,-27.09,-48.62
41170693,Desfrute o melhor da vida em Meia-praia! (Inteiro),"Ótimo apartamento no coração de Itapema! Próximo a lojas, shopping, mercado, bares e restaurantes, fica apenas 350m do mar. Apartamento bem equipado com cozinha e lavanderia completas (lava e seca, lava-louças, forno, microondas, fogão com coifa, espetos, frigobar e demais equipamentos). Aquecimento a gás nas suítes, banheira com hidromassagem na suíte master. Tv a cabo e internet em todos os cômodos. 3 vagas de garagem, rua tranquila. Apartamento novo e com muito conforto!!",4.00,4.00,4.00,Espaço inteiro: apartamento,386.68,341,131859.00,-27.13,-48.60
31050234,Casa com Piscina-Praia Estaleirinho -Baln Camboriú,Excelente Casa Familiar com Piscina e Churrasqueira na Praia do Estaleirinho/ BC.  Area de Lazer ao Lado da Piscina com Churrasqueira. Todos os ambientes Climatizados.  Casa Murada a 700 metros da Praia do Estaleirinho em linha Reta.  5 km da Praia Central de Itapema/SC 9 Km da Praia Central de Balneário Camboriú/SC 43 km do Parque Temático Beto Carrero/SC,3.00,2.00,5.00,Espaço inteiro: casa,490.00,269,131810.00,-27.05,-48.59
610135822891897993,Apartamento amplo com churrasqueira e mar a vista,Leve toda a família a este ótimo lugar com muito espaço para se divertir e aproveitar a praia do centro  em Itapema,2.00,3.00,3.00,Espaço inteiro: apartamento,518.07,254,131590.00,-27.10,-48.61
40306119,Apto pertinho da praia no Perequê- Porto Belo - SC,"Apartamento aconchegante com 2 dormitórios, sala e cozinha integradas,  banheiro,  sacada com churrasqueira. Muito bem arejado e ventilado, com aquele barulhinho do mar. Prédio com vaga privativa de garagem coberta no térreo. Tem Wi-Fi e ar condicionado nos 2 quartos. Prédio com elevador.  Se necessitar horários especiais para check-in e check-out, favor confirmar com 1 dia de antecedência.",1.00,2.00,2.00,Espaço inteiro: apartamento,400.85,328,131480.00,-27.15,-48.58
22916493,Apto novo alto padrão - rua shoping Russi Russi,2 dormitórios sendo 01 suíte * 2 camas de casal box e 1 colchão de solteiro * ar condicionado nos 2 dormitorios tv na sala e na suíte 01 vaga garagem (entra camionete) sacada com churrasqueira ** NÃO disponibiliza cadeiras e guarda-sol ** NÃO disponibiliza roupas de cama e banho nem artigos de higiene pessoal ** NÃO aceita animais de estimação**,2.00,2.00,2.00,Espaço inteiro: apartamento,341.12,385,131330.00,-27.13,-48.60
54335217,"Apartamento 50 m praia, vista mar!","Relaxe com toda a família nesta acomodação tranquila, com excelente vista mar. Durma com o som das ondas e a brisa do mar!",2.00,3.00,3.00,Espaço inteiro: apartamento,457.87,286,130950.00,-27.15,-48.57
46990438,Lindo apto com terraço em Itapema a 200m do mar.,nan,3.00,2.00,4.00,Espaço inteiro: apartamento,617.03,212,130810.00,-27.10,-48.61
728839142527908270,Casa agradável para  desfrutar momentos incríveis,"Relaxe neste lugar único e tranquilo.  Descanse da sua rotina, e renove suas energias",1.00,2.00,2.00,Espaço inteiro: casa,364.35,359,130800.00,-27.12,-48.62
53105307,"Ótimo apartamento, excelente localização, ar condicionado nos quartos e sala.","Lugar ideal para família, redes de proteção na sacada.",2.00,3.00,4.00,Espaço inteiro: apartamento,570.09,229,130550.00,-27.14,-48.60
23078040,APARTAMENTO PRÓXIMO AO MAR  ITAPEMA-SC,"Whats 47 997540023   Bem vindo ao apto do THIAGO, na melhor localização da cidade! Localizado a poucos metros da praia e apenas algumas quadras dos principais comércios, este apartamento é o lugar perfeito para desfrutar tudo o que ITAPEMA tem a oferecer. Três quartos de casal sendo uma suite, cozinha completa, área de serviço, sala de estar e jantar e uma ampla sacada com churrasqueira são apenas alguns dos destaques deste apartamento. venha sentir a brisa fresca do mar!",2.00,3.00,3.00,Espaço inteiro: apartamento,252.81,516,130450.00,-27.12,-48.60
753625150680079972,"Apartamento conforto, com vaga dupla de garagem.","Passe dias incríveis com muito conforto em um ambiente finamente mobiliado. Localizado a 700m da praia, próximo a Havan, supermercado, local tranquilo, ideal para famílias, possui tela de proteção nas janelas.   O espaço   1 suíte com cama box de casal e ar condicionado.  1 dormitório com 2 camas box de solteiro e ar condicionado   Sala com sofá cama e ar condicionado, Tv 40’ , Wi-Fi grátis.  Cozinha com churrasqueira, eletrodomésticos e todos os utensílios. Lava e seca roupas.  Vaga 2 garagem",2.00,2.00,3.00,Espaço inteiro: apartamento,697.00,187,130339.00,-27.12,-48.62
47809244,Dois quartos na quadra do mar na Meia Praia,"Apartamento na Meia Praia, com  1 suíte com cama de casal  e 1 quarto com duas camas de solteiro. Vista para o Mar, wi fi, garagem para 1 veículo. Cozinha equipada , sala com TV e churrasqueira na sacada. Ar condicionado nos dois quartos. Máquina de lavar  roupas e cadeiras de praia.",2.00,2.00,3.00,Espaço inteiro: apartamento,416.20,313,130270.00,-27.14,-48.59
9020559,"01 Suíte + 02 Dormitórios, Ed. Frente Mar! [405]",[ 405 ] Nosso prédio é de frente para o mar em Meia Praia-SC  01 Suíte Cama Box Casal + Ar Cond. SPLIT 01 Dormitório Cama Box Casal + Ar Condic. SPLIT 01 Dormitório 01 Cama solteiro + 01 Beliche + Ar Cond. SPLIT Banheiro social Sala de jantar e TV Sacada com Churrasqueira à carvão e vista para o mar. 01 Vaga privativa de garagem veículo médio Porta de acesso do apartamento com chave normal e Tetra  Edifício com: Elevador Lava-pés Hobby Box Wi-fi grátis  NÃO ACEITA ANIMAL!,2.00,3.00,5.00,Espaço inteiro: apartamento,422.28,307,129640.00,-27.13,-48.60
761505300562873802,Casa de pria  à 10 mintos a pé,"A 10 minutos a pé  da praia central ,próximo a rodoviária  mercado padaria ,capacidade naximo 6 pessoa  tv a cabo ar condicionado  internet",1.00,2.00,3.00,Espaço inteiro: casa,454.56,285,129550.00,-27.11,-48.62
39635217,"Apto a 50 metros do mar, 3 quartos e 2 vagas garag","O apartamento está localizado em Itapema Meia Praia, quadra do mar, rua ao lado da padaria 24h Itapani.  Tem supermercado, farmácia, restaurante, tudo próximo  São duas vagas de garagem, com o melhor acesso (cabe camionete), se for carro pequeno pode caber até 3 carros",2.00,3.00,3.00,Espaço inteiro: apartamento,386.61,335,129515.00,-27.13,-48.60
26026295,Lindo apartamento no centro de Meia Praia,"O apartamento está localizado no melhor ponto da Meia Praia. Ao lado do mercado Koch, Shoppings e restaurantes. A 30 metros do mar. Não precisa tirar o carro para nada",2.00,2.00,3.00,Espaço inteiro: apartamento,299.81,431,129220.00,-27.13,-48.60
30315370,Conforto e Ótima localização no Centro Meia Praia,"Apartamento região central Meia Praia, próximo ao shopping Russi  Russi, comércios em geral e restaurantes. Três dormitórios confortáveis e espaço com área de churrasqueira, há 180 metros do mar.",2.00,3.00,5.00,Espaço inteiro: apartamento,542.86,238,129200.00,-27.13,-48.60
52532833,Apartamento Container na Meia Praia - T1,"ATENÇÃO! DIÁRIA BASE PARA ATÉ 2 PESSOAS. Valor por hóspede adicional: R$75 por pessoa, por noite.  Certifique-se de indicar o núm. total de hóspedes ao efetuar a reserva. *Até 10/Nov/22 - Horário flexível para check-in/check-out nos fins de semana.   Cerque-se de estilo neste espaço aconchegante a 350m da praia. Apartamento construído de container marítimo reciclado, limpo, arejado e muito bem localizado, próximo a supermercados, padarias, farmácias, comércio diversificado, restaurantes e bares.",1.00,2.00,4.00,Contêiner de transporte,325.38,397,129176.00,-27.14,-48.60
21695053,"Apê com 3 suítes, 4 Ar Split, Wi-Fi na Meia Praia","APARTAMENTO NOVO - Meia Praia - 03 Suítes + 01 Lavabo - 6° andar - 118 m² de área Interna - 04 Ar Split: nas 03 Suítes e na Sala - Wi-fi 45 MB - Elevador - Eletrodomésticos novos e de alto padrão: Microondas, Forno Elétrico, Geladeira, cooktop, Churrasqueira à Gás , Jogo de panelas, pratos e talheres, liquidificador, Grill, Ferro, TV (Sala); - Garagens coberta com 02 vagas (dupla) - Localizado a cerca de 300 metros da praia - Inclui Roupas de Cama e de Banho - Proibido fumar e animais estimação",3.00,3.00,4.00,Espaço inteiro: apartamento,458.04,282,129167.00,-27.13,-48.60
16882234,Apartamento perto da praia com piscina,"Ap. completo com: 4 quartos - 2 banheiros - cozinha equipada com móveis planejados e churrasqueira - sala com 2 sofás e TV Smart 42"" com canais de streaming - lavanderia com máquina de lavar.  Apenas 5 minutos a pé da praia, perto de restaurantes e pontos turísticos.  Área de lazer completa com: piscina adulto/infantil - piscina de hidromassagem - sala de jogos - academia - playground.  wi-fi e estacionamento  Obs: Pessoas com restrição de locomoção, entrar em contato para mais informações.",2.00,4.00,8.00,Espaço inteiro: condomínio,464.03,278,129000.00,-27.09,-48.61
706489907288794903,Apartamento 3 quartos quadra mar em Meia Praia,nan,2.00,3.00,6.00,Espaço inteiro: apartamento,544.29,237,128997.00,-27.13,-48.60
